THEATRES,Theatres,650A,Other Expenditures,2026.9,,,
THEATRES,Theatres,700A,Inter-Divisional Charges,,,,
TRANSPORTATION,Transportation Services,100A,Salaries And Benefits,90390.6,,,
TRANSPORTATION,Transportation Services,200A,Materials & Supplies,43517.325,,,
TRANSPORTATION,Transportation Services,300A,Equipment,759.971,,,
TRANSPORTATION,Transportation Services,400A,Service And Rent,160267.1,,,
TRANSPORTATION,Transportation Services,505A,Contribution To Capital,160.7,,,
TRANSPORTATION,Transportation Services,510A,Contribution To Reserves/Reserve Funds,18848.57,,,
TRANSPORTATION,Transportation Services,650A,Other Expenditures,147.098,,,
TRANSPORTATION,Transportation Services,700A,Inter-Divisional Charges,13063.7,,,
TREASURER,Office of the Treasurer,100A,Salaries And Benefits,61298.7,,,
TREASURER,Office of the Treasurer,200A,Materials & Supplies,1389.7,,,
TREASURER,Office of the Treasurer,300A,Equipment,115,,,
TREASURER,Office of the Treasurer,400A,Service And Rent,6753.7,,,
TREASURER,Office of the Treasurer,505A,Contribution To Capital,,,,
TREASURER,Office of the Treasurer,510A,Contribution To Reserves/Reserve Funds,286.9,,,
TREASURER,Office of the Treasurer,650A,Other Expenditures,1340.6,,,
TREASURER,Office of the Treasurer,700A,Inter-Divisional Charges,2158.7,,,
TTCCONV,Toronto Transit Commission - Conventional,100A,Salaries And Benefits,1042671.9,,,
TTCCONV,Toronto Transit Commission - Conventional,200A,Materials & Supplies,280860.7,,,
TTCCONV,Toronto Transit Commission - Conventional,300A,Equipment,27137.1,,,
TTCCONV,Toronto Transit Commission - Conventional,400A,Service And Rent,51656.2,,,
TTCCONV,Toronto Transit Commission - Conventional,505A,Contribution To Capital,,,,
TTCCONV,Toronto Transit Commission - Conventional,510A,Contribution To Reserves/Reserve Funds,,,,
TTCCONV,Toronto Transit Commission - Conventional,650A,Other Expenditures,36142.6,,,
TTCCONV,Toronto Transit Commission - Conventional,700A,Inter-Divisional Charges,3479,,,
TTCWHEEL,Toronto Transit Commission - Wheel Trans,100A,Salaries And Benefits,50472.3,,,
TTCWHEEL,Toronto Transit Commission - Wheel Trans,200A,Materials & Supplies,10751,,,
TTCWHEEL,Toronto Transit Commission - Wheel Trans,300A,Equipment,,,,
TTCWHEEL,Toronto Transit Commission - Wheel Trans,400A,Service And Rent,38401.4,,,
TTCWHEEL,Toronto Transit Commission - Wheel Trans,505A,Contribution To Capital,,,,
TTCWHEEL,Toronto Transit Commission - Wheel Trans,510A,Contribution To Reserves/Reserve Funds,,,,
TTCWHEEL,Toronto Transit Commission - Wheel Trans,650A,Other Expenditures,582,,,
TTCWHEEL,Toronto Transit Commission - Wheel Trans,700A,Inter-Divisional Charges,,,,
WATER,Toronto Water,100A,Salaries And Benefits,156842.7,,,
WATER,Toronto Water,200A,Materials & Supplies,91588.7,,,
WATER,Toronto Water,300A,Equipment,2330.7,,,
WATER,Toronto Water,400A,Service And Rent,38842.8,,,
WATER,Toronto Water,505A,Contribution To Capital,511779.7,,,
WATER,Toronto Water,510A,Contribution To Reserves/Reserve Funds,6965.5,,,
WATER,Toronto Water,650A,Other Expenditures,18805.2,,,
WATER,Toronto Water,700A,Inter-Divisional Charges,66177.6,,,
YONGEDUNDAS,Yonge-Dundas Square,100A,Salaries And Benefits,428.337,,,
YONGEDUNDAS,Yonge-Dundas Square,200A,Materials & Supplies,184.123,,,
YONGEDUNDAS,Yonge-Dundas Square,300A,Equipment,40,,,
YONGEDUNDAS,Yonge-Dundas Square,400A,Service And Rent,1310.495,,,
YONGEDUNDAS,Yonge-Dundas Square,505A,Contribution To Capital,,,,
YONGEDUNDAS,Yonge-Dundas Square,510A,Contribution To Reserves/Reserve Funds,2.356,,,
YONGEDUNDAS,Yonge-Dundas Square,650A,Other Expenditures,,,,
YONGEDUNDAS,Yonge-Dundas Square,700A,Inter-Divisional Charges,,,,
ZOO,Toronto Zoo,100A,Salaries And Benefits,26673.1,,,
ZOO,Toronto Zoo,200A,Materials & Supplies,6180.1,,,
ZOO,Toronto Zoo,300A,Equipment,640,,,
ZOO,Toronto Zoo,400A,Service And Rent,10599.9,,,
ZOO,Toronto Zoo,650A,Other Expenditures,1431.8,,,
ZOO,Toronto Zoo,505A,Contribution To Capital,,,,
ZOO,Toronto Zoo,510A,Contribution To Reserves/Reserve Funds,136,,,
ZOO,Toronto Zoo,700A,Inter-Divisional Charges,,,,
311SERVICE,311 Toronto,700A,Inter-Divisional Charges,262.4,,,
