SOLIDWASTE,Solid Waste Management Services,510A,Contribution To Reserves/Reserve Funds,29491.7,,,
SOLIDWASTE,Solid Waste Management Services,650A,Other Expenditures,69355.6,,,
SOLIDWASTE,Solid Waste Management Services,700A,Inter-Divisional Charges,31211.8,,,
THEATRES,Theatres,100A,Salaries And Benefits,12845.7,,,
THEATRES,Theatres,200A,Materials & Supplies,2422.5,,,
THEATRES,Theatres,300A,Equipment,393.1,,,
THEATRES,Theatres,400A,Service And Rent,8056.400000000001,,,
THEATRES,Theatres,505A,Contribution To Capital,,,,
THEATRES,Theatres,510A,Contribution To Reserves/Reserve Funds,1752.4,,,
THEATRES,Theatres,650A,Other Expenditures,1475.8,,,
THEATRES,Theatres,700A,Inter-Divisional Charges,,,,
TRANSPORTATION,Transportation Services,100A,Salaries And Benefits,100093.843115,,,
TRANSPORTATION,Transportation Services,200A,Materials & Supplies,15798.62776,,,
TRANSPORTATION,Transportation Services,300A,Equipment,816.17037,,,
TRANSPORTATION,Transportation Services,400A,Service And Rent,142030.545462115,,,
TRANSPORTATION,Transportation Services,505A,Contribution To Capital,,,,
TRANSPORTATION,Transportation Services,510A,Contribution To Reserves/Reserve Funds,18105.34005,,,
TRANSPORTATION,Transportation Services,650A,Other Expenditures,667.9635,,,
TRANSPORTATION,Transportation Services,700A,Inter-Divisional Charges,13560.99804,,,
TREASURER,Office of the Treasurer,100A,Salaries And Benefits,61974.9,,,
TREASURER,Office of the Treasurer,200A,Materials & Supplies,1764.6,,,
TREASURER,Office of the Treasurer,300A,Equipment,183,,,
TREASURER,Office of the Treasurer,400A,Service And Rent,7087.7,,,
TREASURER,Office of the Treasurer,505A,Contribution To Capital,,,,
TREASURER,Office of the Treasurer,510A,Contribution To Reserves/Reserve Funds,283,,,
TREASURER,Office of the Treasurer,650A,Other Expenditures,1404.6,,,
TREASURER,Office of the Treasurer,700A,Inter-Divisional Charges,1998.3,,,
TTCCONV,Toronto Transit Commission - Conventional,100A,Salaries And Benefits,1055172.5,,,
TTCCONV,Toronto Transit Commission - Conventional,200A,Materials & Supplies,266621.3,,,
TTCCONV,Toronto Transit Commission - Conventional,300A,Equipment,26400,,,
TTCCONV,Toronto Transit Commission - Conventional,400A,Service And Rent,48100,,,
TTCCONV,Toronto Transit Commission - Conventional,505A,Contribution To Capital,,,,
TTCCONV,Toronto Transit Commission - Conventional,510A,Contribution To Reserves/Reserve Funds,,,,
TTCCONV,Toronto Transit Commission - Conventional,650A,Other Expenditures,36843.5,,,
TTCCONV,Toronto Transit Commission - Conventional,700A,Inter-Divisional Charges,3302.3,,,
TTCWHEEL,Toronto Transit Commission - Wheel Trans,100A,Salaries And Benefits,49355.4,,,
TTCWHEEL,Toronto Transit Commission - Wheel Trans,200A,Materials & Supplies,12641.6,,,
TTCWHEEL,Toronto Transit Commission - Wheel Trans,300A,Equipment,,,,
TTCWHEEL,Toronto Transit Commission - Wheel Trans,400A,Service And Rent,34131.4,,,
TTCWHEEL,Toronto Transit Commission - Wheel Trans,505A,Contribution To Capital,,,,
TTCWHEEL,Toronto Transit Commission - Wheel Trans,510A,Contribution To Reserves/Reserve Funds,,,,
TTCWHEEL,Toronto Transit Commission - Wheel Trans,650A,Other Expenditures,494,,,
TTCWHEEL,Toronto Transit Commission - Wheel Trans,700A,Inter-Divisional Charges,,,,
WATER,Toronto Water,100A,Salaries And Benefits,157300.1,,,
WATER,Toronto Water,200A,Materials & Supplies,90542.4,,,
WATER,Toronto Water,300A,Equipment,2642.7,,,
WATER,Toronto Water,400A,Service And Rent,41430.7,,,
WATER,Toronto Water,505A,Contribution To Capital,430976.3,,,
WATER,Toronto Water,510A,Contribution To Reserves/Reserve Funds,8050.4,,,
WATER,Toronto Water,650A,Other Expenditures,20951.2,,,
WATER,Toronto Water,700A,Inter-Divisional Charges,69026,,,
YONGEDUNDAS,Yonge-Dundas Square,100A,Salaries And Benefits,403.702,,,
YONGEDUNDAS,Yonge-Dundas Square,200A,Materials & Supplies,181.468,,,
YONGEDUNDAS,Yonge-Dundas Square,300A,Equipment,40,,,
YONGEDUNDAS,Yonge-Dundas Square,400A,Service And Rent,1259.745,,,
YONGEDUNDAS,Yonge-Dundas Square,505A,Contribution To Capital,,,,
YONGEDUNDAS,Yonge-Dundas Square,510A,Contribution To Reserves/Reserve Funds,2.268,,,
YONGEDUNDAS,Yonge-Dundas Square,650A,Other Expenditures,,,,
YONGEDUNDAS,Yonge-Dundas Square,700A,Inter-Divisional Charges,,,,
ZOO,Toronto Zoo,100A,Salaries And Benefits,25973.6,,,
ZOO,Toronto Zoo,200A,Materials & Supplies,7100.8,,,
ZOO,Toronto Zoo,300A,Equipment,403.1,,,
ZOO,Toronto Zoo,400A,Service And Rent,10352,,,
ZOO,Toronto Zoo,510A,Contribution To Reserves/Reserve Funds,746.5,,,
ZOO,Toronto Zoo,650A,Other Expenditures,1640.1,,,
311SERVICE,311 Toronto,700A,Inter-Divisional Charges,258.9,,,
