Fleet Services,FL-Fleet Management,Fleet Acquisition,300A,Equipment,Expenses,82
Fleet Services,FL-Fleet Management,Fleet Acquisition,400A,Service And Rent,Expenses,313044
Fleet Services,FL-Fleet Management,Fleet Acquisition,510A,Contribution To Reserves/Reserve Funds,Expenses,826870
Fleet Services,FL-Fleet Management,Fleet Acquisition,700A,Inter-Divisional Charges,Expenses,21887
Fleet Services,FL-Fleet Management,Fleet Disposal,100A,Salaries And Benefits,Expenses,173145
Fleet Services,FL-Fleet Management,Fleet Maintenance,100A,Salaries And Benefits,Expenses,15467045
Fleet Services,FL-Fleet Management,Fleet Maintenance,200A,Materials & Supplies,Expenses,9673680
Fleet Services,FL-Fleet Management,Fleet Maintenance,300A,Equipment,Expenses,57692
Fleet Services,FL-Fleet Management,Fleet Maintenance,400A,Service And Rent,Expenses,6054399
Fleet Services,FL-Fleet Management,Fleet Maintenance,510A,Contribution To Reserves/Reserve Funds,Expenses,88022
Fleet Services,FL-Fleet Management,Fleet Maintenance,700A,Inter-Divisional Charges,Expenses,365934
Fleet Services,FL-Fleet Management,Vehicle Safety,100A,Salaries And Benefits,Expenses,1157831
Fleet Services,FL-Fleet Management,Vehicle Safety,200A,Materials & Supplies,Expenses,13752
Fleet Services,FL-Fleet Management,Vehicle Safety,300A,Equipment,Expenses,600
Fleet Services,FL-Fleet Management,Vehicle Safety,400A,Service And Rent,Expenses,10263
Fleet Services,FL-Fleet Management,Vehicle Safety,700A,Inter-Divisional Charges,Expenses,2600
Fleet Services,FL-Fuel Management,Fuel Acquisition,100A,Salaries And Benefits,Expenses,13651
Fleet Services,FL-Fuel Management,Fuel Acquisition,200A,Materials & Supplies,Expenses,13587624
Fleet Services,FL-Fuel Management,Fuel Acquisition,400A,Service And Rent,Expenses,106899
Fleet Services,FL-Fuel Management,Fuel Acquisition,510A,Contribution To Reserves/Reserve Funds,Expenses,2447
Fleet Services,FL-Fuel Management,Fuel Acquisition,700A,Inter-Divisional Charges,Expenses,68781
Fleet Services,FL-Fuel Management,Fuel Distribution,100A,Salaries And Benefits,Expenses,409445
Fleet Services,FL-Fuel Management,Fuel Distribution,200A,Materials & Supplies,Expenses,2091
Fleet Services,FL-Fuel Management,Fuel Distribution,300A,Equipment,Expenses,370
Fleet Services,FL-Fuel Management,Fuel Distribution,400A,Service And Rent,Expenses,296701
Fleet Services,FL-Fuel Management,Fuel Distribution,510A,Contribution To Reserves/Reserve Funds,Expenses,1558950
Fleet Services,FL-Fuel Management,Fuel Distribution,700A,Inter-Divisional Charges,Expenses,171629
Heritage Toronto,Heritage Fundraising & Partnership Development,Heritage Fundraising & Partnership Development,100A,Salaries And Benefits,Expenses,238418
Heritage Toronto,Heritage Fundraising & Partnership Development,Heritage Fundraising & Partnership Development,200A,Materials & Supplies,Expenses,24900
Heritage Toronto,Heritage Fundraising & Partnership Development,Heritage Fundraising & Partnership Development,510A,Contribution To Reserves/Reserve Funds,Expenses,633
Heritage Toronto,Heritage Promotion & Education,Heritage Promotion & Education,100A,Salaries And Benefits,Expenses,302508
Heritage Toronto,Heritage Promotion & Education,Heritage Promotion & Education,200A,Materials & Supplies,Expenses,42987
Heritage Toronto,Heritage Promotion & Education,Heritage Promotion & Education,400A,Service And Rent,Expenses,158300
Heritage Toronto,Heritage Promotion & Education,Heritage Promotion & Education,510A,Contribution To Reserves/Reserve Funds,Expenses,633
Information & Technology,IT-Business IT Solutions,Authoritative Data Custodianship,100A,Salaries And Benefits,Expenses,3126654
Information & Technology,IT-Business IT Solutions,Authoritative Data Custodianship,200A,Materials & Supplies,Expenses,5668
Information & Technology,IT-Business IT Solutions,Authoritative Data Custodianship,300A,Equipment,Expenses,(859)
Information & Technology,IT-Business IT Solutions,Authoritative Data Custodianship,400A,Service And Rent,Expenses,45568
Information & Technology,IT-Business IT Solutions,Authoritative Data Custodianship,700A,Inter-Divisional Charges,Expenses,47907
Information & Technology,IT-Business IT Solutions,IT Common Components,100A,Salaries And Benefits,Expenses,3215181
Information & Technology,IT-Business IT Solutions,IT Common Components,200A,Materials & Supplies,Expenses,11167
Information & Technology,IT-Business IT Solutions,IT Common Components,300A,Equipment,Expenses,3847
Information & Technology,IT-Business IT Solutions,IT Common Components,400A,Service And Rent,Expenses,107008
Information & Technology,IT-Business IT Solutions,IT Common Components,700A,Inter-Divisional Charges,Expenses,48457
Information & Technology,IT-Business IT Solutions,Solution Implementation,100A,Salaries And Benefits,Expenses,34596079
Information & Technology,IT-Business IT Solutions,Solution Implementation,200A,Materials & Supplies,Expenses,13064
Information & Technology,IT-Business IT Solutions,Solution Implementation,300A,Equipment,Expenses,13093
Information & Technology,IT-Business IT Solutions,Solution Implementation,400A,Service And Rent,Expenses,26990
Information & Technology,IT-Business IT Solutions,Solution Implementation,650A,Other Expenditures,Expenses,119
Information & Technology,IT-Business IT Solutions,Solution Implementation,700A,Inter-Divisional Charges,Expenses,47907
Information & Technology,IT-Business IT Solutions,Solution Sustainment,100A,Salaries And Benefits,Expenses,8592270
Information & Technology,IT-Business IT Solutions,Solution Sustainment,200A,Materials & Supplies,Expenses,18768
Information & Technology,IT-Business IT Solutions,Solution Sustainment,300A,Equipment,Expenses,83390
Information & Technology,IT-Business IT Solutions,Solution Sustainment,400A,Service And Rent,Expenses,7237052
Information & Technology,IT-Business IT Solutions,Solution Sustainment,650A,Other Expenditures,Expenses,198
Information & Technology,IT-Business IT Solutions,Solution Sustainment,700A,Inter-Divisional Charges,Expenses,47907
Information & Technology,IT-Computer & Communications Technology Infrastructure,Computing Infrastructure,100A,Salaries And Benefits,Expenses,17730248
Information & Technology,IT-Computer & Communications Technology Infrastructure,Computing Infrastructure,200A,Materials & Supplies,Expenses,10951
Information & Technology,IT-Computer & Communications Technology Infrastructure,Computing Infrastructure,300A,Equipment,Expenses,358291
Information & Technology,IT-Computer & Communications Technology Infrastructure,Computing Infrastructure,400A,Service And Rent,Expenses,11299314
Information & Technology,IT-Computer & Communications Technology Infrastructure,Computing Infrastructure,510A,Contribution To Reserves/Reserve Funds,Expenses,-1556
Information & Technology,IT-Computer & Communications Technology Infrastructure,Computing Infrastructure,650A,Other Expenditures,Expenses,40
Information & Technology,IT-Computer & Communications Technology Infrastructure,Computing Infrastructure,700A,Inter-Divisional Charges,Expenses,55906
Information & Technology,IT-Computer & Communications Technology Infrastructure,Network & Telecommunications,100A,Salaries And Benefits,Expenses,5641390
Information & Technology,IT-Computer & Communications Technology Infrastructure,Network & Telecommunications,200A,Materials & Supplies,Expenses,21967
Information & Technology,IT-Computer & Communications Technology Infrastructure,Network & Telecommunications,300A,Equipment,Expenses,105066
Information & Technology,IT-Computer & Communications Technology Infrastructure,Network & Telecommunications,400A,Service And Rent,Expenses,7204445
Information & Technology,IT-Computer & Communications Technology Infrastructure,Network & Telecommunications,510A,Contribution To Reserves/Reserve Funds,Expenses,11040
Information & Technology,IT-Computer & Communications Technology Infrastructure,Network & Telecommunications,650A,Other Expenditures,Expenses,40
Information & Technology,IT-Computer & Communications Technology Infrastructure,Network & Telecommunications,700A,Inter-Divisional Charges,Expenses,64003
Information & Technology,IT-Enterprise IT Planning & Client Services,"Client Support, Advice & Consultation",100A,Salaries And Benefits,Expenses,13416851
Information & Technology,IT-Enterprise IT Planning & Client Services,"Client Support, Advice & Consultation",200A,Materials & Supplies,Expenses,17761
Information & Technology,IT-Enterprise IT Planning & Client Services,"Client Support, Advice & Consultation",300A,Equipment,Expenses,61885
Information & Technology,IT-Enterprise IT Planning & Client Services,"Client Support, Advice & Consultation",400A,Service And Rent,Expenses,179902
Information & Technology,IT-Enterprise IT Planning & Client Services,"Client Support, Advice & Consultation",510A,Contribution To Reserves/Reserve Funds,Expenses,47345
Information & Technology,IT-Enterprise IT Planning & Client Services,"Client Support, Advice & Consultation",700A,Inter-Divisional Charges,Expenses,64964
Information & Technology,IT-Enterprise IT Planning & Client Services,Enterprise Planning & Architecture,100A,Salaries And Benefits,Expenses,7023213
Information & Technology,IT-Enterprise IT Planning & Client Services,Enterprise Planning & Architecture,200A,Materials & Supplies,Expenses,12921
Information & Technology,IT-Enterprise IT Planning & Client Services,Enterprise Planning & Architecture,300A,Equipment,Expenses,277275
Information & Technology,IT-Enterprise IT Planning & Client Services,Enterprise Planning & Architecture,400A,Service And Rent,Expenses,327295
Information & Technology,IT-Enterprise IT Planning & Client Services,Enterprise Planning & Architecture,510A,Contribution To Reserves/Reserve Funds,Expenses,69736
Information & Technology,IT-Enterprise IT Planning & Client Services,Enterprise Planning & Architecture,700A,Inter-Divisional Charges,Expenses,59834
Information & Technology,IT-Enterprise IT Planning & Client Services,IT Project Management,100A,Salaries And Benefits,Expenses,3463841
Information & Technology,IT-Enterprise IT Planning & Client Services,IT Project Management,200A,Materials & Supplies,Expenses,2816
Information & Technology,IT-Enterprise IT Planning & Client Services,IT Project Management,300A,Equipment,Expenses,3428
Information & Technology,IT-Enterprise IT Planning & Client Services,IT Project Management,400A,Service And Rent,Expenses,11667
Information & Technology,IT-Enterprise IT Planning & Client Services,IT Project Management,700A,Inter-Divisional Charges,Expenses,47907
Integrity Commissioner's Office,Integrity Commissioner's Office,Integrity Commissioner's Office,100A,Salaries And Benefits,Expenses,455221
Integrity Commissioner's Office,Integrity Commissioner's Office,Integrity Commissioner's Office,200A,Materials & Supplies,Expenses,1576
Integrity Commissioner's Office,Integrity Commissioner's Office,Integrity Commissioner's Office,300A,Equipment,Expenses,53
Integrity Commissioner's Office,Integrity Commissioner's Office,Integrity Commissioner's Office,400A,Service And Rent,Expenses,17618
Integrity Commissioner's Office,Integrity Commissioner's Office,Integrity Commissioner's Office,510A,Contribution To Reserves/Reserve Funds,Expenses,4365
Integrity Commissioner's Office,Integrity Commissioner's Office,Integrity Commissioner's Office,700A,Inter-Divisional Charges,Expenses,400
Legal Services,Civil Litigation,Civil Litigation,100A,Salaries And Benefits,Expenses,13129693
Legal Services,Civil Litigation,Civil Litigation,200A,Materials & Supplies,Expenses,91827
Legal Services,Civil Litigation,Civil Litigation,300A,Equipment,Expenses,10440
Legal Services,Civil Litigation,Civil Litigation,400A,Service And Rent,Expenses,630423
Legal Services,Civil Litigation,Civil Litigation,510A,Contribution To Reserves/Reserve Funds,Expenses,22936
Legal Services,Prosecution,Prosecution,100A,Salaries And Benefits,Expenses,9042165
Legal Services,Prosecution,Prosecution,200A,Materials & Supplies,Expenses,109571
Legal Services,Prosecution,Prosecution,300A,Equipment,Expenses,14356
Legal Services,Prosecution,Prosecution,400A,Service And Rent,Expenses,184289
Legal Services,Prosecution,Prosecution,510A,Contribution To Reserves/Reserve Funds,Expenses,22936
Legal Services,Prosecution,Prosecution,700A,Inter-Divisional Charges,Expenses,6685200
Legal Services,Solicitor,Solicitor,100A,Salaries And Benefits,Expenses,19333618
Legal Services,Solicitor,Solicitor,200A,Materials & Supplies,Expenses,240612
Legal Services,Solicitor,Solicitor,300A,Equipment,Expenses,38762
Legal Services,Solicitor,Solicitor,400A,Service And Rent,Expenses,595891
Legal Services,Solicitor,Solicitor,510A,Contribution To Reserves/Reserve Funds,Expenses,23631
Legal Services,Solicitor,Solicitor,700A,Inter-Divisional Charges,Expenses,53000
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Adult Day Program,100A,Salaries And Benefits,Expenses,1202902
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Adult Day Program,200A,Materials & Supplies,Expenses,9700
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Adult Day Program,400A,Service And Rent,Expenses,236665
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Adult Day Program,650A,Other Expenditures,Expenses,138600
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Homemakers & Nurses Services,100A,Salaries And Benefits,Expenses,1309815
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Homemakers & Nurses Services,200A,Materials & Supplies,Expenses,3500
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Homemakers & Nurses Services,400A,Service And Rent,Expenses,4147285
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Homemakers & Nurses Services,700A,Inter-Divisional Charges,Expenses,11000
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Supportive Housing Services,100A,Salaries And Benefits,Expenses,1375482
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Supportive Housing Services,200A,Materials & Supplies,Expenses,9350
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Supportive Housing Services,300A,Equipment,Expenses,21700
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Supportive Housing Services,400A,Service And Rent,Expenses,3843703
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Supportive Housing Services,650A,Other Expenditures,Expenses,22900
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Supportive Housing Services,700A,Inter-Divisional Charges,Expenses,14800
Long Term Care Homes & Services,Long Term Care Homes,Long Term Care Homes,100A,Salaries And Benefits,Expenses,202916702
Long Term Care Homes & Services,Long Term Care Homes,Long Term Care Homes,200A,Materials & Supplies,Expenses,19797200
Long Term Care Homes & Services,Long Term Care Homes,Long Term Care Homes,300A,Equipment,Expenses,2855800
Long Term Care Homes & Services,Long Term Care Homes,Long Term Care Homes,400A,Service And Rent,Expenses,12384854
Long Term Care Homes & Services,Long Term Care Homes,Long Term Care Homes,510A,Contribution To Reserves/Reserve Funds,Expenses,1901532
Long Term Care Homes & Services,Long Term Care Homes,Long Term Care Homes,650A,Other Expenditures,Expenses,-63200
Long Term Care Homes & Services,Long Term Care Homes,Long Term Care Homes,700A,Inter-Divisional Charges,Expenses,599430
Mayor's Office,Mayor's Office,Mayor's Office,100A,Salaries And Benefits,Expenses,2200854
Mayor's Office,Mayor's Office,Mayor's Office,200A,Materials & Supplies,Expenses,4800
Mayor's Office,Mayor's Office,Mayor's Office,400A,Service And Rent,Expenses,84409
Mayor's Office,Mayor's Office,Mayor's Office,700A,Inter-Divisional Charges,Expenses,7047
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Mobile Response,100A,Salaries And Benefits,Expenses,3887294
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Mobile Response,200A,Materials & Supplies,Expenses,228880
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Mobile Response,300A,Equipment,Expenses,5546
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Mobile Response,400A,Service And Rent,Expenses,280309
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Mobile Response,510A,Contribution To Reserves/Reserve Funds,Expenses,26844
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Mobile Response,650A,Other Expenditures,Expenses,13871
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Mobile Response,700A,Inter-Divisional Charges,Expenses,290397
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Sheltering & Adoption,100A,Salaries And Benefits,Expenses,1789118
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Sheltering & Adoption,200A,Materials & Supplies,Expenses,244162
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Sheltering & Adoption,300A,Equipment,Expenses,13175
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Sheltering & Adoption,400A,Service And Rent,Expenses,311038
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Sheltering & Adoption,510A,Contribution To Reserves/Reserve Funds,Expenses,21402
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Sheltering & Adoption,650A,Other Expenditures,Expenses,7736
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Sheltering & Adoption,700A,Inter-Divisional Charges,Expenses,143063
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Cat & Dog Licensing,100A,Salaries And Benefits,Expenses,360990
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Cat & Dog Licensing,200A,Materials & Supplies,Expenses,4675
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Cat & Dog Licensing,300A,Equipment,Expenses,598
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Cat & Dog Licensing,400A,Service And Rent,Expenses,36480
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Cat & Dog Licensing,510A,Contribution To Reserves/Reserve Funds,Expenses,10517
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Cat & Dog Licensing,650A,Other Expenditures,Expenses,24510
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Cat & Dog Licensing,700A,Inter-Divisional Charges,Expenses,43070
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Veterinary Care,100A,Salaries And Benefits,Expenses,1648022
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Veterinary Care,200A,Materials & Supplies,Expenses,273463
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Veterinary Care,300A,Equipment,Expenses,22481
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Veterinary Care,400A,Service And Rent,Expenses,285483
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Veterinary Care,510A,Contribution To Reserves/Reserve Funds,Expenses,15959
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Veterinary Care,650A,Other Expenditures,Expenses,3883
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Veterinary Care,700A,Inter-Divisional Charges,Expenses,74654
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business & Trade Licensing,100A,Salaries And Benefits,Expenses,1895212
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business & Trade Licensing,200A,Materials & Supplies,Expenses,23408
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business & Trade Licensing,300A,Equipment,Expenses,3568
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business & Trade Licensing,400A,Service And Rent,Expenses,45870
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business & Trade Licensing,510A,Contribution To Reserves/Reserve Funds,Expenses,12686
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business & Trade Licensing,650A,Other Expenditures,Expenses,108540
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business & Trade Licensing,700A,Inter-Divisional Charges,Expenses,1062671
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business Permitting,100A,Salaries And Benefits,Expenses,424234
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business Permitting,200A,Materials & Supplies,Expenses,3935
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business Permitting,300A,Equipment,Expenses,661
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business Permitting,400A,Service And Rent,Expenses,6381
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business Permitting,510A,Contribution To Reserves/Reserve Funds,Expenses,12686
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business Permitting,650A,Other Expenditures,Expenses,16884
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business Permitting,700A,Inter-Divisional Charges,Expenses,221081
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Licensing Tribunal,100A,Salaries And Benefits,Expenses,113401
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Licensing Tribunal,200A,Materials & Supplies,Expenses,1524
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Licensing Tribunal,300A,Equipment,Expenses,230
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Licensing Tribunal,400A,Service And Rent,Expenses,1254
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Licensing Tribunal,650A,Other Expenditures,Expenses,7236
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Licensing Tribunal,700A,Inter-Divisional Charges,Expenses,59431
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Taxi & Livery Licensing,100A,Salaries And Benefits,Expenses,3532753
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Taxi & Livery Licensing,200A,Materials & Supplies,Expenses,42388
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Taxi & Livery Licensing,300A,Equipment,Expenses,16297
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Taxi & Livery Licensing,400A,Service And Rent,Expenses,47070
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Taxi & Livery Licensing,510A,Contribution To Reserves/Reserve Funds,Expenses,25372
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Taxi & Livery Licensing,650A,Other Expenditures,Expenses,108540
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Taxi & Livery Licensing,700A,Inter-Divisional Charges,Expenses,1421512
Municipal Licensing & Standards,MS-By-Law Enforcement,Animal By-Law Enforcement,100A,Salaries And Benefits,Expenses,1223354
Municipal Licensing & Standards,MS-By-Law Enforcement,Animal By-Law Enforcement,200A,Materials & Supplies,Expenses,7828
Municipal Licensing & Standards,MS-By-Law Enforcement,Animal By-Law Enforcement,300A,Equipment,Expenses,60
Municipal Licensing & Standards,MS-By-Law Enforcement,Animal By-Law Enforcement,400A,Service And Rent,Expenses,11315
Municipal Licensing & Standards,MS-By-Law Enforcement,Animal By-Law Enforcement,510A,Contribution To Reserves/Reserve Funds,Expenses,5074
Municipal Licensing & Standards,MS-By-Law Enforcement,Animal By-Law Enforcement,700A,Inter-Divisional Charges,Expenses,57593
Municipal Licensing & Standards,MS-By-Law Enforcement,License & Permit Enforcement,100A,Salaries And Benefits,Expenses,6707718
Municipal Licensing & Standards,MS-By-Law Enforcement,License & Permit Enforcement,200A,Materials & Supplies,Expenses,30780
Municipal Licensing & Standards,MS-By-Law Enforcement,License & Permit Enforcement,300A,Equipment,Expenses,5721
Municipal Licensing & Standards,MS-By-Law Enforcement,License & Permit Enforcement,400A,Service And Rent,Expenses,120068
Municipal Licensing & Standards,MS-By-Law Enforcement,License & Permit Enforcement,510A,Contribution To Reserves/Reserve Funds,Expenses,63431
Municipal Licensing & Standards,MS-By-Law Enforcement,License & Permit Enforcement,700A,Inter-Divisional Charges,Expenses,184097
Municipal Licensing & Standards,MS-By-Law Enforcement,Parks By-Law Enforcement,100A,Salaries And Benefits,Expenses,1763087
Municipal Licensing & Standards,MS-By-Law Enforcement,Parks By-Law Enforcement,200A,Materials & Supplies,Expenses,6308
Municipal Licensing & Standards,MS-By-Law Enforcement,Parks By-Law Enforcement,300A,Equipment,Expenses,137
Municipal Licensing & Standards,MS-By-Law Enforcement,Parks By-Law Enforcement,400A,Service And Rent,Expenses,22079
Municipal Licensing & Standards,MS-By-Law Enforcement,Parks By-Law Enforcement,510A,Contribution To Reserves/Reserve Funds,Expenses,12686
Municipal Licensing & Standards,MS-By-Law Enforcement,Parks By-Law Enforcement,700A,Inter-Divisional Charges,Expenses,51827
Municipal Licensing & Standards,MS-By-Law Enforcement,Waste By-Law Enforcement,100A,Salaries And Benefits,Expenses,4493227
Municipal Licensing & Standards,MS-By-Law Enforcement,Waste By-Law Enforcement,200A,Materials & Supplies,Expenses,147377
Municipal Licensing & Standards,MS-By-Law Enforcement,Waste By-Law Enforcement,300A,Equipment,Expenses,23084
Municipal Licensing & Standards,MS-By-Law Enforcement,Waste By-Law Enforcement,400A,Service And Rent,Expenses,196353
Municipal Licensing & Standards,MS-By-Law Enforcement,Waste By-Law Enforcement,510A,Contribution To Reserves/Reserve Funds,Expenses,25372
Municipal Licensing & Standards,MS-By-Law Enforcement,Waste By-Law Enforcement,700A,Inter-Divisional Charges,Expenses,608203
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Exemptions & Permits,100A,Salaries And Benefits,Expenses,2519546
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Exemptions & Permits,200A,Materials & Supplies,Expenses,34265
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Exemptions & Permits,300A,Equipment,Expenses,82491
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Exemptions & Permits,400A,Service And Rent,Expenses,69345
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Exemptions & Permits,510A,Contribution To Reserves/Reserve Funds,Expenses,7612
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Exemptions & Permits,700A,Inter-Divisional Charges,Expenses,161989
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Property Maintenance,100A,Salaries And Benefits,Expenses,4185904
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Property Maintenance,200A,Materials & Supplies,Expenses,52723
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Property Maintenance,300A,Equipment,Expenses,124170
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Property Maintenance,400A,Service And Rent,Expenses,115837
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Property Maintenance,510A,Contribution To Reserves/Reserve Funds,Expenses,38059
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Property Maintenance,700A,Inter-Divisional Charges,Expenses,284869
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance","Property Standards, Inspection & Enforcement",100A,Salaries And Benefits,Expenses,5184510
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance","Property Standards, Inspection & Enforcement",200A,Materials & Supplies,Expenses,59902
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance","Property Standards, Inspection & Enforcement",300A,Equipment,Expenses,125902
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance","Property Standards, Inspection & Enforcement",400A,Service And Rent,Expenses,158342
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance","Property Standards, Inspection & Enforcement",510A,Contribution To Reserves/Reserve Funds,Expenses,25372
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance","Property Standards, Inspection & Enforcement",700A,Inter-Divisional Charges,Expenses,288031
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Zoning Investigation & Enforcement,100A,Salaries And Benefits,Expenses,2636576
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Zoning Investigation & Enforcement,200A,Materials & Supplies,Expenses,35142
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Zoning Investigation & Enforcement,300A,Equipment,Expenses,82662
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Zoning Investigation & Enforcement,400A,Service And Rent,Expenses,74096
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Zoning Investigation & Enforcement,510A,Contribution To Reserves/Reserve Funds,Expenses,5074
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Zoning Investigation & Enforcement,700A,Inter-Divisional Charges,Expenses,171526
Non-Program Expenditures,Corporate Accounts,Corporate Accounts,100A,Salaries And Benefits,Expenses,51917168
Non-Program Expenditures,Corporate Accounts,Corporate Accounts,200A,Materials & Supplies,Expenses,180000
Non-Program Expenditures,Corporate Accounts,Corporate Accounts,400A,Service And Rent,Expenses,343588003
Non-Program Expenditures,Corporate Accounts,Corporate Accounts,510A,Contribution To Reserves/Reserve Funds,Expenses,77132600
Non-Program Expenditures,Corporate Accounts,Corporate Accounts,650A,Other Expenditures,Expenses,133226169
Non-Program Expenditures,Corporate Accounts,Corporate Accounts,700A,Inter-Divisional Charges,Expenses,18778671
