"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Energy Management & Programs,Service And Rent,400A,Expenses,1360359,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Environment & Energy Outreach,Equipment,300A,Expenses,2028,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Environment & Energy Outreach,Inter-Divisional Charges,700A,Expenses,46270,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Environment & Energy Outreach,Materials & Supplies,200A,Expenses,48893,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Environment & Energy Outreach,Other Expenditures,650A,Expenses,330000,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Environment & Energy Outreach,Salaries And Benefits,100A,Expenses,888006,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Environment & Energy Outreach,Service And Rent,400A,Expenses,587348,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Renewable Energy,Contribution To Reserves/Reserve Funds,510A,Expenses,250000,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Renewable Energy,Equipment,300A,Expenses,26508,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Renewable Energy,Materials & Supplies,200A,Expenses,16409,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Renewable Energy,Salaries And Benefits,100A,Expenses,701711,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Renewable Energy,Service And Rent,400A,Expenses,317718,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Research & Policy Development,Contribution To Reserves/Reserve Funds,510A,Expenses,19380,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Research & Policy Development,Equipment,300A,Expenses,2000,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Research & Policy Development,Materials & Supplies,200A,Expenses,6277,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Research & Policy Development,Salaries And Benefits,100A,Expenses,1703575,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Research & Policy Development,Service And Rent,400A,Expenses,506859,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Custodial Care,Contribution To Reserves/Reserve Funds,510A,Expenses,12672,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Custodial Care,Equipment,300A,Expenses,213496,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Custodial Care,Inter-Divisional Charges,700A,Expenses,351878,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Custodial Care,Materials & Supplies,200A,Expenses,1527213,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Custodial Care,Salaries And Benefits,100A,Expenses,20610262,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Custodial Care,Service And Rent,400A,Expenses,8832513,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Facilities Maintenance,Contribution To Reserves/Reserve Funds,510A,Expenses,212604,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Facilities Maintenance,Equipment,300A,Expenses,198003,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Facilities Maintenance,Inter-Divisional Charges,700A,Expenses,843889,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Facilities Maintenance,Materials & Supplies,200A,Expenses,2584971,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Facilities Maintenance,Salaries And Benefits,100A,Expenses,43831132,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Facilities Maintenance,Service And Rent,400A,Expenses,22456153,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Security & Safety,Contribution To Reserves/Reserve Funds,510A,Expenses,55668,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Security & Safety,Equipment,300A,Expenses,40634,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Security & Safety,Inter-Divisional Charges,700A,Expenses,58967,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Security & Safety,Materials & Supplies,200A,Expenses,121420,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Security & Safety,Salaries And Benefits,100A,Expenses,13076413,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Security & Safety,Service And Rent,400A,Expenses,5683412,
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Development & Portfolio Planning,Materials & Supplies,200A,Expenses,52973,
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Development & Portfolio Planning,Salaries And Benefits,100A,Expenses,865547,
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Development & Portfolio Planning,Service And Rent,400A,Expenses,290218,
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Lease Management,Contribution To Reserves/Reserve Funds,510A,Expenses,1516654,
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Lease Management,Equipment,300A,Expenses,27399,
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Lease Management,Inter-Divisional Charges,700A,Expenses,52492,
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Lease Management,Materials & Supplies,200A,Expenses,130241,
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Lease Management,Other Expenditures,650A,Expenses,1810960,
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Lease Management,Salaries And Benefits,100A,Expenses,3221797,
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Lease Management,Service And Rent,400A,Expenses,14053532,
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Property Acquisition,Contribution To Reserves/Reserve Funds,510A,Expenses,7212,
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Property Acquisition,Equipment,300A,Expenses,6860,
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Property Acquisition,Inter-Divisional Charges,700A,Expenses,90463,
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Property Acquisition,Materials & Supplies,200A,Expenses,22111,
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Property Acquisition,Salaries And Benefits,100A,Expenses,1800940,
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Property Acquisition,Service And Rent,400A,Expenses,203326,
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Property Appraisal,Equipment,300A,Expenses,2227,
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Property Appraisal,Inter-Divisional Charges,700A,Expenses,367,
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Property Appraisal,Materials & Supplies,200A,Expenses,3999,
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Property Appraisal,Salaries And Benefits,100A,Expenses,1677566,
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Property Appraisal,Service And Rent,400A,Expenses,257733,
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Property Disposal,Equipment,300A,Expenses,8353,
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Property Disposal,Materials & Supplies,200A,Expenses,2872,
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Property Disposal,Salaries And Benefits,100A,Expenses,1655739,
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Property Disposal,Service And Rent,400A,Expenses,40061,
Fire Services,Fire Rescue & Emergency Response,Fire Rescue & Emergency Response,Contribution To Reserves/Reserve Funds,510A,Expenses,9334572,
Fire Services,Fire Rescue & Emergency Response,Fire Rescue & Emergency Response,Equipment,300A,Expenses,548719,
Fire Services,Fire Rescue & Emergency Response,Fire Rescue & Emergency Response,Inter-Divisional Charges,700A,Expenses,7232757,
Fire Services,Fire Rescue & Emergency Response,Fire Rescue & Emergency Response,Materials & Supplies,200A,Expenses,7223630,
Fire Services,Fire Rescue & Emergency Response,Fire Rescue & Emergency Response,Salaries And Benefits,100A,Expenses,375216609,
Fire Services,Fire Rescue & Emergency Response,Fire Rescue & Emergency Response,Service And Rent,400A,Expenses,5891065,
Fire Services,FR-Disaster Response & Event Support,"Chemical, Biological, Radiological, Nuclear & Exposive Resp.",Equipment,300A,Expenses,140043,
Fire Services,FR-Disaster Response & Event Support,"Chemical, Biological, Radiological, Nuclear & Exposive Resp.",Materials & Supplies,200A,Expenses,10871,
Fire Services,FR-Disaster Response & Event Support,"Chemical, Biological, Radiological, Nuclear & Exposive Resp.",Salaries And Benefits,100A,Expenses,18547,
Fire Services,FR-Disaster Response & Event Support,"Chemical, Biological, Radiological, Nuclear & Exposive Resp.",Service And Rent,400A,Expenses,149023,
Fire Services,FR-Disaster Response & Event Support,Event Support,Equipment,300A,Expenses,164000,
Fire Services,FR-Disaster Response & Event Support,Event Support,Materials & Supplies,200A,Expenses,12200,
Fire Services,FR-Disaster Response & Event Support,Event Support,Salaries And Benefits,100A,Expenses,2248500,
Fire Services,FR-Disaster Response & Event Support,Event Support,Service And Rent,400A,Expenses,21996,
Fire Services,FR-Disaster Response & Event Support,Heavy Urban Search & Rescue,Equipment,300A,Expenses,103104,
Fire Services,FR-Disaster Response & Event Support,Heavy Urban Search & Rescue,Inter-Divisional Charges,700A,Expenses,69000,
Fire Services,FR-Disaster Response & Event Support,Heavy Urban Search & Rescue,Materials & Supplies,200A,Expenses,114251,
Fire Services,FR-Disaster Response & Event Support,Heavy Urban Search & Rescue,Salaries And Benefits,100A,Expenses,573171,
Fire Services,FR-Disaster Response & Event Support,Heavy Urban Search & Rescue,Service And Rent,400A,Expenses,104301,
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Development Review,Equipment,300A,Expenses,1560,
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Development Review,Inter-Divisional Charges,700A,Expenses,163,
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Development Review,Materials & Supplies,200A,Expenses,4438,
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Development Review,Salaries And Benefits,100A,Expenses,789281,
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Development Review,Service And Rent,400A,Expenses,1467,
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Fire Code Enforcement,Contribution To Reserves/Reserve Funds,510A,Expenses,234324,
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Fire Code Enforcement,Equipment,300A,Expenses,60573,
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Fire Code Enforcement,Inter-Divisional Charges,700A,Expenses,257162,
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Fire Code Enforcement,Materials & Supplies,200A,Expenses,360148,
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Fire Code Enforcement,Salaries And Benefits,100A,Expenses,17380628,
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Fire Code Enforcement,Service And Rent,400A,Expenses,146218,
Fire Services,FR-Fire Safety Education,Campaign Based Fire Education,Contribution To Reserves/Reserve Funds,510A,Expenses,15073,
Fire Services,FR-Fire Safety Education,Campaign Based Fire Education,Equipment,300A,Expenses,9471,
Fire Services,FR-Fire Safety Education,Campaign Based Fire Education,Inter-Divisional Charges,700A,Expenses,122453,
Fire Services,FR-Fire Safety Education,Campaign Based Fire Education,Materials & Supplies,200A,Expenses,96603,
Fire Services,FR-Fire Safety Education,Campaign Based Fire Education,Salaries And Benefits,100A,Expenses,3608511,
Fire Services,FR-Fire Safety Education,Campaign Based Fire Education,Service And Rent,400A,Expenses,90963,
Fire Services,FR-Fire Safety Education,School Based Fire Education,Equipment,300A,Expenses,874,
Fire Services,FR-Fire Safety Education,School Based Fire Education,Inter-Divisional Charges,700A,Expenses,7080,
Fire Services,FR-Fire Safety Education,School Based Fire Education,Materials & Supplies,200A,Expenses,14319,
Fire Services,FR-Fire Safety Education,School Based Fire Education,Salaries And Benefits,100A,Expenses,502963,
Fire Services,FR-Fire Safety Education,School Based Fire Education,Service And Rent,400A,Expenses,8082,
Fleet Services,FL-Fleet Management,Fleet Acquisition,Contribution To Reserves/Reserve Funds,510A,Expenses,561003,
Fleet Services,FL-Fleet Management,Fleet Acquisition,Equipment,300A,Expenses,476,
Fleet Services,FL-Fleet Management,Fleet Acquisition,Inter-Divisional Charges,700A,Expenses,21290,
Fleet Services,FL-Fleet Management,Fleet Acquisition,Materials & Supplies,200A,Expenses,3547,
Fleet Services,FL-Fleet Management,Fleet Acquisition,Salaries And Benefits,100A,Expenses,1101767,
Fleet Services,FL-Fleet Management,Fleet Acquisition,Service And Rent,400A,Expenses,309423,
Fleet Services,FL-Fleet Management,Fleet Disposal,Salaries And Benefits,100A,Expenses,237209,
Fleet Services,FL-Fleet Management,Fleet Maintenance,Contribution To Reserves/Reserve Funds,510A,Expenses,88022,
Fleet Services,FL-Fleet Management,Fleet Maintenance,Equipment,300A,Expenses,115160,
Fleet Services,FL-Fleet Management,Fleet Maintenance,Inter-Divisional Charges,700A,Expenses,314171,
Fleet Services,FL-Fleet Management,Fleet Maintenance,Materials & Supplies,200A,Expenses,8463570,
Fleet Services,FL-Fleet Management,Fleet Maintenance,Salaries And Benefits,100A,Expenses,14678543,
Fleet Services,FL-Fleet Management,Fleet Maintenance,Service And Rent,400A,Expenses,6928291,
Fleet Services,FL-Fleet Management,Vehicle Safety,Equipment,300A,Expenses,592,
Fleet Services,FL-Fleet Management,Vehicle Safety,Inter-Divisional Charges,700A,Expenses,2600,
Fleet Services,FL-Fleet Management,Vehicle Safety,Materials & Supplies,200A,Expenses,14915,
Fleet Services,FL-Fleet Management,Vehicle Safety,Salaries And Benefits,100A,Expenses,1010396,
Fleet Services,FL-Fleet Management,Vehicle Safety,Service And Rent,400A,Expenses,10500,
Fleet Services,FL-Fuel Management,Fuel Acquisition,Contribution To Reserves/Reserve Funds,510A,Expenses,2447,
Fleet Services,FL-Fuel Management,Fuel Acquisition,Inter-Divisional Charges,700A,Expenses,125285,
Fleet Services,FL-Fuel Management,Fuel Acquisition,Materials & Supplies,200A,Expenses,15750435,
Fleet Services,FL-Fuel Management,Fuel Acquisition,Service And Rent,400A,Expenses,106899,
Fleet Services,FL-Fuel Management,Fuel Distribution,Contribution To Reserves/Reserve Funds,510A,Expenses,8556,
Fleet Services,FL-Fuel Management,Fuel Distribution,Equipment,300A,Expenses,210,
Fleet Services,FL-Fuel Management,Fuel Distribution,Inter-Divisional Charges,700A,Expenses,118981,
Fleet Services,FL-Fuel Management,Fuel Distribution,Materials & Supplies,200A,Expenses,1650,
Fleet Services,FL-Fuel Management,Fuel Distribution,Salaries And Benefits,100A,Expenses,444859,
Fleet Services,FL-Fuel Management,Fuel Distribution,Service And Rent,400A,Expenses,288184,
Heritage Toronto,Heritage Fundraising & Partnership Development,Heritage Fundraising & Partnership Development,Contribution To Reserves/Reserve Funds,510A,Expenses,443,
Heritage Toronto,Heritage Fundraising & Partnership Development,Heritage Fundraising & Partnership Development,Materials & Supplies,200A,Expenses,28160,
Heritage Toronto,Heritage Fundraising & Partnership Development,Heritage Fundraising & Partnership Development,Other Expenditures,650A,Expenses,2400,
Heritage Toronto,Heritage Fundraising & Partnership Development,Heritage Fundraising & Partnership Development,Salaries And Benefits,100A,Expenses,192869,
Heritage Toronto,Heritage Fundraising & Partnership Development,Heritage Fundraising & Partnership Development,Service And Rent,400A,Expenses,53400,
Heritage Toronto,Heritage Promotion & Education,Heritage Promotion & Education,Contribution To Reserves/Reserve Funds,510A,Expenses,823,
Heritage Toronto,Heritage Promotion & Education,Heritage Promotion & Education,Materials & Supplies,200A,Expenses,42240,
Heritage Toronto,Heritage Promotion & Education,Heritage Promotion & Education,Other Expenditures,650A,Expenses,3600,
Heritage Toronto,Heritage Promotion & Education,Heritage Promotion & Education,Salaries And Benefits,100A,Expenses,357431,
Heritage Toronto,Heritage Promotion & Education,Heritage Promotion & Education,Service And Rent,400A,Expenses,80100,
Information & Technology,IT-Business IT Solutions,Authoritative Data Custodianship,Equipment,300A,Expenses,141,
Information & Technology,IT-Business IT Solutions,Authoritative Data Custodianship,Inter-Divisional Charges,700A,Expenses,17363,
Information & Technology,IT-Business IT Solutions,Authoritative Data Custodianship,Materials & Supplies,200A,Expenses,5118,
Information & Technology,IT-Business IT Solutions,Authoritative Data Custodianship,Salaries And Benefits,100A,Expenses,2821810,
Information & Technology,IT-Business IT Solutions,Authoritative Data Custodianship,Service And Rent,400A,Expenses,19704,
Information & Technology,IT-Business IT Solutions,IT Common Components,Equipment,300A,Expenses,5047,
Information & Technology,IT-Business IT Solutions,IT Common Components,Inter-Divisional Charges,700A,Expenses,17913,
Information & Technology,IT-Business IT Solutions,IT Common Components,Materials & Supplies,200A,Expenses,11167,
Information & Technology,IT-Business IT Solutions,IT Common Components,Salaries And Benefits,100A,Expenses,3764544,
Information & Technology,IT-Business IT Solutions,IT Common Components,Service And Rent,400A,Expenses,170476,
Information & Technology,IT-Business IT Solutions,Solution Implementation,Equipment,300A,Expenses,22803,
Information & Technology,IT-Business IT Solutions,Solution Implementation,Inter-Divisional Charges,700A,Expenses,39067,
Information & Technology,IT-Business IT Solutions,Solution Implementation,Materials & Supplies,200A,Expenses,12541,
Information & Technology,IT-Business IT Solutions,Solution Implementation,Other Expenditures,650A,Expenses,119,
Information & Technology,IT-Business IT Solutions,Solution Implementation,Salaries And Benefits,100A,Expenses,22462527,
Information & Technology,IT-Business IT Solutions,Solution Implementation,Service And Rent,400A,Expenses,456593,
Information & Technology,IT-Business IT Solutions,Solution Sustainment,Equipment,300A,Expenses,71900,
Information & Technology,IT-Business IT Solutions,Solution Sustainment,Inter-Divisional Charges,700A,Expenses,26104,
Information & Technology,IT-Business IT Solutions,Solution Sustainment,Materials & Supplies,200A,Expenses,20887,
Information & Technology,IT-Business IT Solutions,Solution Sustainment,Other Expenditures,650A,Expenses,198,
Information & Technology,IT-Business IT Solutions,Solution Sustainment,Salaries And Benefits,100A,Expenses,7918419,
Information & Technology,IT-Business IT Solutions,Solution Sustainment,Service And Rent,400A,Expenses,5561999,
Information & Technology,IT-Computer & Communications Technology Infrastructure,Computing Infrastructure,Contribution To Reserves/Reserve Funds,510A,Expenses,-1556,Non-normal value
Information & Technology,IT-Computer & Communications Technology Infrastructure,Computing Infrastructure,Equipment,300A,Expenses,368176,
Information & Technology,IT-Computer & Communications Technology Infrastructure,Computing Infrastructure,Inter-Divisional Charges,700A,Expenses,31298,
Information & Technology,IT-Computer & Communications Technology Infrastructure,Computing Infrastructure,Materials & Supplies,200A,Expenses,13698,
Information & Technology,IT-Computer & Communications Technology Infrastructure,Computing Infrastructure,Other Expenditures,650A,Expenses,40,
Information & Technology,IT-Computer & Communications Technology Infrastructure,Computing Infrastructure,Salaries And Benefits,100A,Expenses,20723895,
Information & Technology,IT-Computer & Communications Technology Infrastructure,Computing Infrastructure,Service And Rent,400A,Expenses,9389110,
Information & Technology,IT-Computer & Communications Technology Infrastructure,Network & Telecommunications,Contribution To Reserves/Reserve Funds,510A,Expenses,11040,
Information & Technology,IT-Computer & Communications Technology Infrastructure,Network & Telecommunications,Equipment,300A,Expenses,105391,
Information & Technology,IT-Computer & Communications Technology Infrastructure,Network & Telecommunications,Inter-Divisional Charges,700A,Expenses,28473,
Information & Technology,IT-Computer & Communications Technology Infrastructure,Network & Telecommunications,Materials & Supplies,200A,Expenses,22819,
Information & Technology,IT-Computer & Communications Technology Infrastructure,Network & Telecommunications,Other Expenditures,650A,Expenses,40,
Information & Technology,IT-Computer & Communications Technology Infrastructure,Network & Telecommunications,Salaries And Benefits,100A,Expenses,6906633,
Information & Technology,IT-Computer & Communications Technology Infrastructure,Network & Telecommunications,Service And Rent,400A,Expenses,8088140,
Information & Technology,IT-Enterprise IT Planning & Client Services,"Client Support, Advice & Consultation",Contribution To Reserves/Reserve Funds,510A,Expenses,47345,
Information & Technology,IT-Enterprise IT Planning & Client Services,"Client Support, Advice & Consultation",Equipment,300A,Expenses,38877,
Information & Technology,IT-Enterprise IT Planning & Client Services,"Client Support, Advice & Consultation",Inter-Divisional Charges,700A,Expenses,242514,
Information & Technology,IT-Enterprise IT Planning & Client Services,"Client Support, Advice & Consultation",Materials & Supplies,200A,Expenses,20483,
Information & Technology,IT-Enterprise IT Planning & Client Services,"Client Support, Advice & Consultation",Salaries And Benefits,100A,Expenses,15624576,
Information & Technology,IT-Enterprise IT Planning & Client Services,"Client Support, Advice & Consultation",Service And Rent,400A,Expenses,326344,
Information & Technology,IT-Enterprise IT Planning & Client Services,Enterprise Planning & Architecture,Contribution To Reserves/Reserve Funds,510A,Expenses,69736,
Information & Technology,IT-Enterprise IT Planning & Client Services,Enterprise Planning & Architecture,Equipment,300A,Expenses,627485,
Information & Technology,IT-Enterprise IT Planning & Client Services,Enterprise Planning & Architecture,Inter-Divisional Charges,700A,Expenses,70855,
Information & Technology,IT-Enterprise IT Planning & Client Services,Enterprise Planning & Architecture,Materials & Supplies,200A,Expenses,12967,
Information & Technology,IT-Enterprise IT Planning & Client Services,Enterprise Planning & Architecture,Salaries And Benefits,100A,Expenses,10340006,
Information & Technology,IT-Enterprise IT Planning & Client Services,Enterprise Planning & Architecture,Service And Rent,400A,Expenses,879561,
Information & Technology,IT-Enterprise IT Planning & Client Services,IT Project Management,Equipment,300A,Expenses,3428,
Information & Technology,IT-Enterprise IT Planning & Client Services,IT Project Management,Inter-Divisional Charges,700A,Expenses,17363,
Information & Technology,IT-Enterprise IT Planning & Client Services,IT Project Management,Materials & Supplies,200A,Expenses,2816,
Information & Technology,IT-Enterprise IT Planning & Client Services,IT Project Management,Salaries And Benefits,100A,Expenses,4091386,
Information & Technology,IT-Enterprise IT Planning & Client Services,IT Project Management,Service And Rent,400A,Expenses,11667,
Integrity Commissioner's Office,Integrity Commissioner's Office,Integrity Commissioner's Office,Contribution To Reserves/Reserve Funds,510A,Expenses,4365,
Integrity Commissioner's Office,Integrity Commissioner's Office,Integrity Commissioner's Office,Equipment,300A,Expenses,6452,
Integrity Commissioner's Office,Integrity Commissioner's Office,Integrity Commissioner's Office,Inter-Divisional Charges,700A,Expenses,400,
Integrity Commissioner's Office,Integrity Commissioner's Office,Integrity Commissioner's Office,Materials & Supplies,200A,Expenses,1556,
Integrity Commissioner's Office,Integrity Commissioner's Office,Integrity Commissioner's Office,Salaries And Benefits,100A,Expenses,387754,
Integrity Commissioner's Office,Integrity Commissioner's Office,Integrity Commissioner's Office,Service And Rent,400A,Expenses,27242,
Legal Services,Civil Litigation,Civil Litigation,Contribution To Reserves/Reserve Funds,510A,Expenses,22936,
Legal Services,Civil Litigation,Civil Litigation,Equipment,300A,Expenses,10440,
Legal Services,Civil Litigation,Civil Litigation,Materials & Supplies,200A,Expenses,91827,
Legal Services,Civil Litigation,Civil Litigation,Salaries And Benefits,100A,Expenses,12777644,
Legal Services,Civil Litigation,Civil Litigation,Service And Rent,400A,Expenses,630423,
Legal Services,Prosecution,Prosecution,Contribution To Reserves/Reserve Funds,510A,Expenses,22936,
Legal Services,Prosecution,Prosecution,Equipment,300A,Expenses,14356,
Legal Services,Prosecution,Prosecution,Inter-Divisional Charges,700A,Expenses,7054200,
Legal Services,Prosecution,Prosecution,Materials & Supplies,200A,Expenses,109571,
Legal Services,Prosecution,Prosecution,Salaries And Benefits,100A,Expenses,8782083,
Legal Services,Prosecution,Prosecution,Service And Rent,400A,Expenses,184289,
Legal Services,Solicitor,Solicitor,Contribution To Reserves/Reserve Funds,510A,Expenses,23631,
Legal Services,Solicitor,Solicitor,Equipment,300A,Expenses,84762,
Legal Services,Solicitor,Solicitor,Inter-Divisional Charges,700A,Expenses,53000,
Legal Services,Solicitor,Solicitor,Materials & Supplies,200A,Expenses,205932,
Legal Services,Solicitor,Solicitor,Salaries And Benefits,100A,Expenses,18903966,
Legal Services,Solicitor,Solicitor,Service And Rent,400A,Expenses,595891,
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Adult Day Program,Materials & Supplies,200A,Expenses,9700,
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Adult Day Program,Other Expenditures,650A,Expenses,138600,
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Adult Day Program,Salaries And Benefits,100A,Expenses,1173000,
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Adult Day Program,Service And Rent,400A,Expenses,236600,
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Homemakers & Nurses Services,Contribution To Reserves/Reserve Funds,510A,Expenses,3100,
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Homemakers & Nurses Services,Inter-Divisional Charges,700A,Expenses,11000,
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Homemakers & Nurses Services,Materials & Supplies,200A,Expenses,3500,
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Homemakers & Nurses Services,Salaries And Benefits,100A,Expenses,1309515,
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Homemakers & Nurses Services,Service And Rent,400A,Expenses,4144485,
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Supportive Housing Services,Equipment,300A,Expenses,21700,
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Supportive Housing Services,Inter-Divisional Charges,700A,Expenses,15200,
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Supportive Housing Services,Materials & Supplies,200A,Expenses,11900,
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Supportive Housing Services,Other Expenditures,650A,Expenses,22900,
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Supportive Housing Services,Salaries And Benefits,100A,Expenses,1375151,
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Supportive Housing Services,Service And Rent,400A,Expenses,3707449,
Long Term Care Homes & Services,Long Term Care Homes,Long Term Care Homes,Contribution To Reserves/Reserve Funds,510A,Expenses,1898432,
Long Term Care Homes & Services,Long Term Care Homes,Long Term Care Homes,Equipment,300A,Expenses,2851700,
Long Term Care Homes & Services,Long Term Care Homes,Long Term Care Homes,Inter-Divisional Charges,700A,Expenses,663723,
Long Term Care Homes & Services,Long Term Care Homes,Long Term Care Homes,Materials & Supplies,200A,Expenses,18565100,
Long Term Care Homes & Services,Long Term Care Homes,Long Term Care Homes,Other Expenditures,650A,Expenses,-46650,Non-normal value
Long Term Care Homes & Services,Long Term Care Homes,Long Term Care Homes,Salaries And Benefits,100A,Expenses,193923634,
Long Term Care Homes & Services,Long Term Care Homes,Long Term Care Homes,Service And Rent,400A,Expenses,12098888,
Mayor's Office,Mayor's Office,Mayor's Office,Inter-Divisional Charges,700A,Expenses,5000,
Mayor's Office,Mayor's Office,Mayor's Office,Materials & Supplies,200A,Expenses,5000,
Mayor's Office,Mayor's Office,Mayor's Office,Salaries And Benefits,100A,Expenses,2199586,
Mayor's Office,Mayor's Office,Mayor's Office,Service And Rent,400A,Expenses,87524,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Mobile Response,Contribution To Reserves/Reserve Funds,510A,Expenses,82082,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Mobile Response,Equipment,300A,Expenses,5110,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Mobile Response,Inter-Divisional Charges,700A,Expenses,316602,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Mobile Response,Materials & Supplies,200A,Expenses,225020,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Mobile Response,Other Expenditures,650A,Expenses,13871,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Mobile Response,Salaries And Benefits,100A,Expenses,3894745,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Mobile Response,Service And Rent,400A,Expenses,283733,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Sheltering & Adoption,Contribution To Reserves/Reserve Funds,510A,Expenses,62830,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Sheltering & Adoption,Equipment,300A,Expenses,133059,
