Toronto Police Services Board,Materials and Supplies,4.791,8.284,9.8,9.8,7.3
Toronto Police Services Board,Equipment,,1.515,,,
Toronto Police Services Board,Services & Rents,950.299,560.242,736.9,736.9,549.6
Toronto Police Services Board,Contributions to Capital,,,,,
Toronto Police Services Board,Contributions to Reserve/Res Funds,,600,610.6,610.6,610.6
Toronto Police Services Board,Other Expenditures,,,,,
Toronto Police Services Board,Interdivisional Charges,595.733,545.313,680,680,612
Toronto Police Service,Salaries and Benefits,811831.7,889812.8,886772.6,889900,898099.2
Toronto Police Service,Materials and Supplies,18237.7,22210.7,19138.6,20900,21271.1
Toronto Police Service,Equipment,4875.2,9599.8,2213.4,2500,1430.5
Toronto Police Service,Services & Rents,37081,64166.5,38526.9,39600,35573.8
Toronto Police Service,Contributions to Capital,,,,,
Toronto Police Service,Contributions to Reserve/Res Funds,35515.3,29970.9,30235.9,30800,32644
Toronto Police Service,Other Expenditures,,,,,
Toronto Police Service,Interdivisional Charges,17894.3,18294.1,20975.8,19000,21131.8
Toronto Public Health,Salaries and Benefits,150286.417,159938.2,172175.9,163011.4,170352
Toronto Public Health,Materials and Supplies,3610.343,3603.6,6542.2,3976.5,5962.3
Toronto Public Health,Equipment,1231.255,1614.6,1230.8,1124.7,899.9
Toronto Public Health,Services & Rents,34639.642,34058.6,39498.4,36395.7,37844.9
Toronto Public Health,Contributions to Capital,2881.362,1833.6,1848.7,1848.7,1446.5
Toronto Public Health,Contributions to Reserve/Res Funds,3.878,97.6,,133.7,
Toronto Public Health,Other Expenditures,3.8,4.7,6,9.4,6348.9
Toronto Public Health,Interdivisional Charges,23198.406,14403.8,16820.9,16056.8,15933.2
Toronto Library Board,Salaries and Benefits,132055.6,137384.8,139087.1,139994,134191.9
Toronto Library Board,Materials and Supplies,19957.5,20227.1,19662.1,19677.2,20035
Toronto Library Board,Equipment,1898.1,1124.2,363.3,479.1,454.3
Toronto Library Board,Services & Rents,22232.3,22327.5,22610.4,23725,22119.6
Toronto Library Board,Contributions to Capital,1708,1708,1768,1768,1828
Toronto Library Board,Contributions to Reserve/Res Funds,667,752.8,735.8,735.8,775.8
Toronto Library Board,Other Expenditures,5.8,96.4,4,1.4,4
Toronto Library Board,Interdivisional Charges,,,,,
Toronto & Region Conservation Authority (TRCA),Salaries and Benefits,25714.8,26154,27610.2,27610.2,29102.1
Toronto & Region Conservation Authority (TRCA),Materials and Supplies,4334.3,3971.2,4173.7,4173.7,4283.9
Toronto & Region Conservation Authority (TRCA),Equipment,802.3,869.2,713.5,713.5,732.8
Toronto & Region Conservation Authority (TRCA),Services & Rents,3597.5,3980.3,3290.7,3290.6,3445.3
Toronto & Region Conservation Authority (TRCA),Contributions to Capital,,,,,
Toronto & Region Conservation Authority (TRCA),Contributions to Reserve/Res Funds,,,,,
Toronto & Region Conservation Authority (TRCA),Other Expenditures,,,,,
Toronto & Region Conservation Authority (TRCA),Interdivisional Charges,,,,,
Toronto Water,Salaries and Benefits,137097,141791.7,157626.6,148444.2,156842.7
Toronto Water,Materials and Supplies,83426.8,84784.6,90542.3,85582.2,91588.7
Toronto Water,Equipment,2998.2,2908.4,2642.8,3613.2,2330.7
Toronto Water,Services & Rents,39708.7,35594.7,41430.9,42568.2,38842.8
Toronto Water,Contributions to Capital,334247.5,405115.3,430976.3,432201.5,511779.7
Toronto Water,Contributions to Reserve/Res Funds,9088.7,7748.3,8050.4,8050.4,6965.5
Toronto Water,Other Expenditures,25793.4,17631.2,20951.2,21467.3,18805.2
Toronto Water,Interdivisional Charges,73157.8,62425.8,68748.3,65274.7,66177.6
Toronto Zoo,Salaries and Benefits,24762.3,24411.8,26243.8,26067.8,26673.1
Toronto Zoo,Materials and Supplies,6075.7,5649.3,6447.1,5345.1,6180.1
Toronto Zoo,Equipment,1083.7,446.5,735,735,640
Toronto Zoo,Services & Rents,10786.4,9858.8,11306.4,10549.3,10599.9
Toronto Zoo,Cost of Sales,1349.7,1153.9,1536.9,1154.9,1431.8
Toronto Zoo,Contributions to Capital,,,,,
Toronto Zoo,Contributions to Reserve/Res Funds,136,136,136,136,136
Toronto Zoo,Other Expenditures,,,,,
Toronto Zoo,Interdivisional Charges,,,,,
Transportation Services,Salaries and Benefits,88638.8433399999,93734.34532,100585.389,94485.6,90390.6
Transportation Services,Materials and Supplies,16736.47341,15694.083,15803.643,21533.5,43517.325
Transportation Services,Equipment,921.69573,763.20354,816.17037,736.7,759.971
Transportation Services,Services & Rents,124525.97519,110766.27369,142604.292,135042.2,160267.1
Transportation Services,Contributions to Capital,20.24254,3.35907,,,160.7
Transportation Services,Contributions to Reserve/Res Funds,17413.85223,18075.34005,18641.877,19493,18848.57
Transportation Services,Other Expenditures,1438.71508,1332.10578,623.463,420.3,147.098
Transportation Services,Interdivisional Charges,21821.09203,16041.54235,13618.632,13917.3,13063.7
Transportation Services,Required Adjustments,,,,,
Toronto Transit Commission - Conventional,Salaries and Benefits,975747,1051229,1054625,1065838,1042671.9
Toronto Transit Commission - Conventional,Materials and Supplies,233660,234362,266621.3,269521,280860.7
Toronto Transit Commission - Conventional,Equipment,22937,10752,26400,19500,27137.1
Toronto Transit Commission - Conventional,Services & Rents,41200,42800,48100,48100,51656.2
Toronto Transit Commission - Conventional,Contributions to Capital,,,,,
Toronto Transit Commission - Conventional,Contributions to Reserve/Res Funds,,,,,
Toronto Transit Commission - Conventional,Other Expenditures,55196,35321,36843.5,40643,36142.6
Toronto Transit Commission - Conventional,Interdivisional Charges,,,3302.3,3302,3479
Toronto Transit Commission - Wheel Trans,Salaries and Benefits,41208.1,45232.5,49355.4,50411.2,50472.3
Toronto Transit Commission - Wheel Trans,Materials and Supplies,9721.5,9199.4,12641.6,12154,10751
Toronto Transit Commission - Wheel Trans,Equipment,,,,,
Toronto Transit Commission - Wheel Trans,Services & Rents,28701.1,33708.3,34131.4,32405.6,38401.4
Toronto Transit Commission - Wheel Trans,Contributions to Capital,,,,,
Toronto Transit Commission - Wheel Trans,Contributions to Reserve/Res Funds,,,,,
Toronto Transit Commission - Wheel Trans,Other Expenditures,338.2,526.5,494,521.7,582
Toronto Transit Commission - Wheel Trans,Interdivisional Charges,,,,,
Yonge Dundas Square,Salaries and Benefits,361.219,360.472,403.702,416.182,428.337
Yonge Dundas Square,Materials and Supplies,166.256,246.829,181.468,222.643,184.123
Yonge Dundas Square,Equipment,43.838,139.086,40,32,40
Yonge Dundas Square,Services & Rents,1217.119,1573.025,1259.745,1515.045,1310.495
Yonge Dundas Square,Contributions to Capital,,,,,
Yonge Dundas Square,Contributions to Reserve/Res Funds,2.23,2.268,2.356,2.356,2.356
Yonge Dundas Square,Other Expenditures,,,,,
Yonge Dundas Square,Interdivisional Charges,,,,,
