Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Development Review,Equipment,300A,1560,
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Development Review,Inter-Divisional Charges,700A,163,
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Development Review,Materials & Supplies,200A,4438,
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Development Review,Salaries And Benefits,100A,789281,
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Development Review,Service And Rent,400A,1467,
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Fire Code Enforcement,Contribution To Reserves/Reserve Funds,510A,234324,
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Fire Code Enforcement,Equipment,300A,60573,
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Fire Code Enforcement,Inter-Divisional Charges,700A,257162,
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Fire Code Enforcement,Materials & Supplies,200A,360148,
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Fire Code Enforcement,Salaries And Benefits,100A,17380628,
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Fire Code Enforcement,Service And Rent,400A,146218,
Fire Services,FR-Fire Safety Education,Campaign Based Fire Education,Contribution To Reserves/Reserve Funds,510A,15073,
Fire Services,FR-Fire Safety Education,Campaign Based Fire Education,Equipment,300A,9471,
Fire Services,FR-Fire Safety Education,Campaign Based Fire Education,Inter-Divisional Charges,700A,122453,
Fire Services,FR-Fire Safety Education,Campaign Based Fire Education,Materials & Supplies,200A,96603,
Fire Services,FR-Fire Safety Education,Campaign Based Fire Education,Salaries And Benefits,100A,3608511,
Fire Services,FR-Fire Safety Education,Campaign Based Fire Education,Service And Rent,400A,90963,
Fire Services,FR-Fire Safety Education,School Based Fire Education,Equipment,300A,874,
Fire Services,FR-Fire Safety Education,School Based Fire Education,Inter-Divisional Charges,700A,7080,
Fire Services,FR-Fire Safety Education,School Based Fire Education,Materials & Supplies,200A,14319,
Fire Services,FR-Fire Safety Education,School Based Fire Education,Salaries And Benefits,100A,502963,
Fire Services,FR-Fire Safety Education,School Based Fire Education,Service And Rent,400A,8082,
Fleet Services,FL-Fleet Management,Fleet Acquisition,Contribution To Reserves/Reserve Funds,510A,561003,
Fleet Services,FL-Fleet Management,Fleet Acquisition,Equipment,300A,476,
Fleet Services,FL-Fleet Management,Fleet Acquisition,Inter-Divisional Charges,700A,21290,
Fleet Services,FL-Fleet Management,Fleet Acquisition,Materials & Supplies,200A,3547,
Fleet Services,FL-Fleet Management,Fleet Acquisition,Salaries And Benefits,100A,1101767,
Fleet Services,FL-Fleet Management,Fleet Acquisition,Service And Rent,400A,309423,
Fleet Services,FL-Fleet Management,Fleet Disposal,Salaries And Benefits,100A,237209,
Fleet Services,FL-Fleet Management,Fleet Maintenance,Contribution To Reserves/Reserve Funds,510A,88022,
Fleet Services,FL-Fleet Management,Fleet Maintenance,Equipment,300A,115160,
Fleet Services,FL-Fleet Management,Fleet Maintenance,Inter-Divisional Charges,700A,314171,
Fleet Services,FL-Fleet Management,Fleet Maintenance,Materials & Supplies,200A,8463570,
Fleet Services,FL-Fleet Management,Fleet Maintenance,Salaries And Benefits,100A,14678543,
Fleet Services,FL-Fleet Management,Fleet Maintenance,Service And Rent,400A,6928291,
Fleet Services,FL-Fleet Management,Vehicle Safety,Equipment,300A,592,
Fleet Services,FL-Fleet Management,Vehicle Safety,Inter-Divisional Charges,700A,2600,
Fleet Services,FL-Fleet Management,Vehicle Safety,Materials & Supplies,200A,14915,
Fleet Services,FL-Fleet Management,Vehicle Safety,Salaries And Benefits,100A,1010396,
Fleet Services,FL-Fleet Management,Vehicle Safety,Service And Rent,400A,10500,
Fleet Services,FL-Fuel Management,Fuel Acquisition,Contribution To Reserves/Reserve Funds,510A,2447,
Fleet Services,FL-Fuel Management,Fuel Acquisition,Inter-Divisional Charges,700A,125285,
Fleet Services,FL-Fuel Management,Fuel Acquisition,Materials & Supplies,200A,15750435,
Fleet Services,FL-Fuel Management,Fuel Acquisition,Service And Rent,400A,106899,
Fleet Services,FL-Fuel Management,Fuel Distribution,Contribution To Reserves/Reserve Funds,510A,8556,
Fleet Services,FL-Fuel Management,Fuel Distribution,Equipment,300A,210,
Fleet Services,FL-Fuel Management,Fuel Distribution,Inter-Divisional Charges,700A,118981,
Fleet Services,FL-Fuel Management,Fuel Distribution,Materials & Supplies,200A,1650,
Fleet Services,FL-Fuel Management,Fuel Distribution,Salaries And Benefits,100A,444859,
Fleet Services,FL-Fuel Management,Fuel Distribution,Service And Rent,400A,288184,
Heritage Toronto,Heritage Fundraising & Partnership Development,Heritage Fundraising & Partnership Development,Contribution To Reserves/Reserve Funds,510A,443,
Heritage Toronto,Heritage Fundraising & Partnership Development,Heritage Fundraising & Partnership Development,Materials & Supplies,200A,28160,
Heritage Toronto,Heritage Fundraising & Partnership Development,Heritage Fundraising & Partnership Development,Other Expenditures,650A,2400,
Heritage Toronto,Heritage Fundraising & Partnership Development,Heritage Fundraising & Partnership Development,Salaries And Benefits,100A,192869,
Heritage Toronto,Heritage Fundraising & Partnership Development,Heritage Fundraising & Partnership Development,Service And Rent,400A,53400,
Heritage Toronto,Heritage Promotion & Education,Heritage Promotion & Education,Contribution To Reserves/Reserve Funds,510A,823,
Heritage Toronto,Heritage Promotion & Education,Heritage Promotion & Education,Materials & Supplies,200A,42240,
Heritage Toronto,Heritage Promotion & Education,Heritage Promotion & Education,Other Expenditures,650A,3600,
Heritage Toronto,Heritage Promotion & Education,Heritage Promotion & Education,Salaries And Benefits,100A,357431,
Heritage Toronto,Heritage Promotion & Education,Heritage Promotion & Education,Service And Rent,400A,80100,
Information & Technology,IT-Business IT Solutions,Authoritative Data Custodianship,Equipment,300A,141,
Information & Technology,IT-Business IT Solutions,Authoritative Data Custodianship,Inter-Divisional Charges,700A,17363,
Information & Technology,IT-Business IT Solutions,Authoritative Data Custodianship,Materials & Supplies,200A,5118,
Information & Technology,IT-Business IT Solutions,Authoritative Data Custodianship,Salaries And Benefits,100A,2821810,
Information & Technology,IT-Business IT Solutions,Authoritative Data Custodianship,Service And Rent,400A,19704,
Information & Technology,IT-Business IT Solutions,IT Common Components,Equipment,300A,5047,
Information & Technology,IT-Business IT Solutions,IT Common Components,Inter-Divisional Charges,700A,17913,
Information & Technology,IT-Business IT Solutions,IT Common Components,Materials & Supplies,200A,11167,
Information & Technology,IT-Business IT Solutions,IT Common Components,Salaries And Benefits,100A,3764544,
Information & Technology,IT-Business IT Solutions,IT Common Components,Service And Rent,400A,170476,
Information & Technology,IT-Business IT Solutions,Solution Implementation,Equipment,300A,22803,
Information & Technology,IT-Business IT Solutions,Solution Implementation,Inter-Divisional Charges,700A,39067,
Information & Technology,IT-Business IT Solutions,Solution Implementation,Materials & Supplies,200A,12541,
Information & Technology,IT-Business IT Solutions,Solution Implementation,Other Expenditures,650A,119,
Information & Technology,IT-Business IT Solutions,Solution Implementation,Salaries And Benefits,100A,22462527,
Information & Technology,IT-Business IT Solutions,Solution Implementation,Service And Rent,400A,456593,
Information & Technology,IT-Business IT Solutions,Solution Sustainment,Equipment,300A,71900,
Information & Technology,IT-Business IT Solutions,Solution Sustainment,Inter-Divisional Charges,700A,26104,
Information & Technology,IT-Business IT Solutions,Solution Sustainment,Materials & Supplies,200A,20887,
Information & Technology,IT-Business IT Solutions,Solution Sustainment,Other Expenditures,650A,198,
Information & Technology,IT-Business IT Solutions,Solution Sustainment,Salaries And Benefits,100A,7918419,
Information & Technology,IT-Business IT Solutions,Solution Sustainment,Service And Rent,400A,5561999,
Information & Technology,IT-Computer & Communications Technology Infrastructure,Computing Infrastructure,Contribution To Reserves/Reserve Funds,510A,-1556,Non-normal value
Information & Technology,IT-Computer & Communications Technology Infrastructure,Computing Infrastructure,Equipment,300A,368176,
Information & Technology,IT-Computer & Communications Technology Infrastructure,Computing Infrastructure,Inter-Divisional Charges,700A,31298,
Information & Technology,IT-Computer & Communications Technology Infrastructure,Computing Infrastructure,Materials & Supplies,200A,13698,
Information & Technology,IT-Computer & Communications Technology Infrastructure,Computing Infrastructure,Other Expenditures,650A,40,
Information & Technology,IT-Computer & Communications Technology Infrastructure,Computing Infrastructure,Salaries And Benefits,100A,20723895,
Information & Technology,IT-Computer & Communications Technology Infrastructure,Computing Infrastructure,Service And Rent,400A,9389110,
Information & Technology,IT-Computer & Communications Technology Infrastructure,Network & Telecommunications,Contribution To Reserves/Reserve Funds,510A,11040,
Information & Technology,IT-Computer & Communications Technology Infrastructure,Network & Telecommunications,Equipment,300A,105391,
Information & Technology,IT-Computer & Communications Technology Infrastructure,Network & Telecommunications,Inter-Divisional Charges,700A,28473,
Information & Technology,IT-Computer & Communications Technology Infrastructure,Network & Telecommunications,Materials & Supplies,200A,22819,
Information & Technology,IT-Computer & Communications Technology Infrastructure,Network & Telecommunications,Other Expenditures,650A,40,
Information & Technology,IT-Computer & Communications Technology Infrastructure,Network & Telecommunications,Salaries And Benefits,100A,6906633,
Information & Technology,IT-Computer & Communications Technology Infrastructure,Network & Telecommunications,Service And Rent,400A,8088140,
Information & Technology,IT-Enterprise IT Planning & Client Services,"Client Support, Advice & Consultation",Contribution To Reserves/Reserve Funds,510A,47345,
Information & Technology,IT-Enterprise IT Planning & Client Services,"Client Support, Advice & Consultation",Equipment,300A,38877,
Information & Technology,IT-Enterprise IT Planning & Client Services,"Client Support, Advice & Consultation",Inter-Divisional Charges,700A,242514,
Information & Technology,IT-Enterprise IT Planning & Client Services,"Client Support, Advice & Consultation",Materials & Supplies,200A,20483,
Information & Technology,IT-Enterprise IT Planning & Client Services,"Client Support, Advice & Consultation",Salaries And Benefits,100A,15624576,
Information & Technology,IT-Enterprise IT Planning & Client Services,"Client Support, Advice & Consultation",Service And Rent,400A,326344,
Information & Technology,IT-Enterprise IT Planning & Client Services,Enterprise Planning & Architecture,Contribution To Reserves/Reserve Funds,510A,69736,
Information & Technology,IT-Enterprise IT Planning & Client Services,Enterprise Planning & Architecture,Equipment,300A,627485,
Information & Technology,IT-Enterprise IT Planning & Client Services,Enterprise Planning & Architecture,Inter-Divisional Charges,700A,70855,
Information & Technology,IT-Enterprise IT Planning & Client Services,Enterprise Planning & Architecture,Materials & Supplies,200A,12967,
Information & Technology,IT-Enterprise IT Planning & Client Services,Enterprise Planning & Architecture,Salaries And Benefits,100A,10340006,
Information & Technology,IT-Enterprise IT Planning & Client Services,Enterprise Planning & Architecture,Service And Rent,400A,879561,
Information & Technology,IT-Enterprise IT Planning & Client Services,IT Project Management,Equipment,300A,3428,
Information & Technology,IT-Enterprise IT Planning & Client Services,IT Project Management,Inter-Divisional Charges,700A,17363,
Information & Technology,IT-Enterprise IT Planning & Client Services,IT Project Management,Materials & Supplies,200A,2816,
Information & Technology,IT-Enterprise IT Planning & Client Services,IT Project Management,Salaries And Benefits,100A,4091386,
Information & Technology,IT-Enterprise IT Planning & Client Services,IT Project Management,Service And Rent,400A,11667,
Integrity Commissioner's Office,Integrity Commissioner's Office,Integrity Commissioner's Office,Contribution To Reserves/Reserve Funds,510A,4365,
Integrity Commissioner's Office,Integrity Commissioner's Office,Integrity Commissioner's Office,Equipment,300A,6452,
Integrity Commissioner's Office,Integrity Commissioner's Office,Integrity Commissioner's Office,Inter-Divisional Charges,700A,400,
Integrity Commissioner's Office,Integrity Commissioner's Office,Integrity Commissioner's Office,Materials & Supplies,200A,1556,
Integrity Commissioner's Office,Integrity Commissioner's Office,Integrity Commissioner's Office,Salaries And Benefits,100A,387754,
Integrity Commissioner's Office,Integrity Commissioner's Office,Integrity Commissioner's Office,Service And Rent,400A,27242,
Legal Services,Civil Litigation,Civil Litigation,Contribution To Reserves/Reserve Funds,510A,22936,
Legal Services,Civil Litigation,Civil Litigation,Equipment,300A,10440,
Legal Services,Civil Litigation,Civil Litigation,Materials & Supplies,200A,91827,
Legal Services,Civil Litigation,Civil Litigation,Salaries And Benefits,100A,12777644,
Legal Services,Civil Litigation,Civil Litigation,Service And Rent,400A,630423,
Legal Services,Prosecution,Prosecution,Contribution To Reserves/Reserve Funds,510A,22936,
Legal Services,Prosecution,Prosecution,Equipment,300A,14356,
Legal Services,Prosecution,Prosecution,Inter-Divisional Charges,700A,7054200,
Legal Services,Prosecution,Prosecution,Materials & Supplies,200A,109571,
Legal Services,Prosecution,Prosecution,Salaries And Benefits,100A,8782083,
Legal Services,Prosecution,Prosecution,Service And Rent,400A,184289,
Legal Services,Solicitor,Solicitor,Contribution To Reserves/Reserve Funds,510A,23631,
Legal Services,Solicitor,Solicitor,Equipment,300A,84762,
Legal Services,Solicitor,Solicitor,Inter-Divisional Charges,700A,53000,
Legal Services,Solicitor,Solicitor,Materials & Supplies,200A,205932,
Legal Services,Solicitor,Solicitor,Salaries And Benefits,100A,18903966,
Legal Services,Solicitor,Solicitor,Service And Rent,400A,595891,
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Adult Day Program,Materials & Supplies,200A,9700,
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Adult Day Program,Other Expenditures,650A,138600,
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Adult Day Program,Salaries And Benefits,100A,1173000,
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Adult Day Program,Service And Rent,400A,236600,
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Homemakers & Nurses Services,Contribution To Reserves/Reserve Funds,510A,3100,
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Homemakers & Nurses Services,Inter-Divisional Charges,700A,11000,
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Homemakers & Nurses Services,Materials & Supplies,200A,3500,
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Homemakers & Nurses Services,Salaries And Benefits,100A,1309515,
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Homemakers & Nurses Services,Service And Rent,400A,4144485,
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Supportive Housing Services,Equipment,300A,21700,
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Supportive Housing Services,Inter-Divisional Charges,700A,15200,
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Supportive Housing Services,Materials & Supplies,200A,11900,
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Supportive Housing Services,Other Expenditures,650A,22900,
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Supportive Housing Services,Salaries And Benefits,100A,1375151,
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Supportive Housing Services,Service And Rent,400A,3707449,
Long Term Care Homes & Services,Long Term Care Homes,Long Term Care Homes,Contribution To Reserves/Reserve Funds,510A,1898432,
Long Term Care Homes & Services,Long Term Care Homes,Long Term Care Homes,Equipment,300A,2851700,
Long Term Care Homes & Services,Long Term Care Homes,Long Term Care Homes,Inter-Divisional Charges,700A,663723,
Long Term Care Homes & Services,Long Term Care Homes,Long Term Care Homes,Materials & Supplies,200A,18565100,
Long Term Care Homes & Services,Long Term Care Homes,Long Term Care Homes,Other Expenditures,650A,-46650,Non-normal value
Long Term Care Homes & Services,Long Term Care Homes,Long Term Care Homes,Salaries And Benefits,100A,193923634,
Long Term Care Homes & Services,Long Term Care Homes,Long Term Care Homes,Service And Rent,400A,12098888,
Mayor's Office,Mayor's Office,Mayor's Office,Inter-Divisional Charges,700A,5000,
Mayor's Office,Mayor's Office,Mayor's Office,Materials & Supplies,200A,5000,
Mayor's Office,Mayor's Office,Mayor's Office,Salaries And Benefits,100A,2199586,
Mayor's Office,Mayor's Office,Mayor's Office,Service And Rent,400A,87524,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Mobile Response,Contribution To Reserves/Reserve Funds,510A,82082,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Mobile Response,Equipment,300A,5110,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Mobile Response,Inter-Divisional Charges,700A,316602,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Mobile Response,Materials & Supplies,200A,225020,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Mobile Response,Other Expenditures,650A,13871,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Mobile Response,Salaries And Benefits,100A,3894745,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Mobile Response,Service And Rent,400A,283733,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Sheltering & Adoption,Contribution To Reserves/Reserve Funds,510A,62830,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Sheltering & Adoption,Equipment,300A,133059,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Sheltering & Adoption,Inter-Divisional Charges,700A,201976,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Sheltering & Adoption,Materials & Supplies,200A,213826,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Sheltering & Adoption,Other Expenditures,650A,7736,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Sheltering & Adoption,Salaries And Benefits,100A,1762417,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Sheltering & Adoption,Service And Rent,400A,292403,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Cat & Dog Licensing,Contribution To Reserves/Reserve Funds,510A,24326,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Cat & Dog Licensing,Equipment,300A,963,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Cat & Dog Licensing,Inter-Divisional Charges,700A,50004,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Cat & Dog Licensing,Materials & Supplies,200A,4633,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Cat & Dog Licensing,Other Expenditures,650A,24510,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Cat & Dog Licensing,Salaries And Benefits,100A,358126,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Cat & Dog Licensing,Service And Rent,400A,37295,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Veterinary Care,Contribution To Reserves/Reserve Funds,510A,43578,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Veterinary Care,Equipment,300A,203268,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Veterinary Care,Inter-Divisional Charges,700A,105140,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Veterinary Care,Materials & Supplies,200A,230719,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Veterinary Care,Other Expenditures,650A,3883,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Veterinary Care,Salaries And Benefits,100A,1620337,
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Veterinary Care,Service And Rent,400A,256880,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business & Trade Licensing,Contribution To Reserves/Reserve Funds,510A,12686,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business & Trade Licensing,Equipment,300A,3568,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business & Trade Licensing,Inter-Divisional Charges,700A,811439,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business & Trade Licensing,Materials & Supplies,200A,23358,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business & Trade Licensing,Other Expenditures,650A,90000,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business & Trade Licensing,Salaries And Benefits,100A,1812466,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business & Trade Licensing,Service And Rent,400A,46320,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business Permitting,Contribution To Reserves/Reserve Funds,510A,12686,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business Permitting,Equipment,300A,661,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business Permitting,Inter-Divisional Charges,700A,152533,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business Permitting,Materials & Supplies,200A,3885,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business Permitting,Other Expenditures,650A,14000,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business Permitting,Salaries And Benefits,100A,408180,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Business Permitting,Service And Rent,400A,6451,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Licensing Tribunal,Equipment,300A,230,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Licensing Tribunal,Inter-Divisional Charges,700A,49328,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Licensing Tribunal,Materials & Supplies,200A,1524,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Licensing Tribunal,Other Expenditures,650A,6000,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Licensing Tribunal,Salaries And Benefits,100A,108162,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Licensing Tribunal,Service And Rent,400A,1284,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Taxi & Livery Licensing,Contribution To Reserves/Reserve Funds,510A,25372,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Taxi & Livery Licensing,Equipment,300A,16297,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Taxi & Livery Licensing,Inter-Divisional Charges,700A,1259361,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Taxi & Livery Licensing,Materials & Supplies,200A,42288,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Taxi & Livery Licensing,Other Expenditures,650A,90000,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Taxi & Livery Licensing,Salaries And Benefits,100A,3452669,
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Taxi & Livery Licensing,Service And Rent,400A,52120,
Municipal Licensing & Standards,MS-By-Law Enforcement,Animal By-Law Enforcement,Contribution To Reserves/Reserve Funds,510A,5074,
Municipal Licensing & Standards,MS-By-Law Enforcement,Animal By-Law Enforcement,Equipment,300A,60,
Municipal Licensing & Standards,MS-By-Law Enforcement,Animal By-Law Enforcement,Inter-Divisional Charges,700A,9849,
Municipal Licensing & Standards,MS-By-Law Enforcement,Animal By-Law Enforcement,Materials & Supplies,200A,7808,
Municipal Licensing & Standards,MS-By-Law Enforcement,Animal By-Law Enforcement,Salaries And Benefits,100A,1265349,
Municipal Licensing & Standards,MS-By-Law Enforcement,Animal By-Law Enforcement,Service And Rent,400A,11315,
Municipal Licensing & Standards,MS-By-Law Enforcement,License & Permit Enforcement,Contribution To Reserves/Reserve Funds,510A,88319,
Municipal Licensing & Standards,MS-By-Law Enforcement,License & Permit Enforcement,Equipment,300A,5721,
Municipal Licensing & Standards,MS-By-Law Enforcement,License & Permit Enforcement,Inter-Divisional Charges,700A,169148,
Municipal Licensing & Standards,MS-By-Law Enforcement,License & Permit Enforcement,Materials & Supplies,200A,30530,
Municipal Licensing & Standards,MS-By-Law Enforcement,License & Permit Enforcement,Salaries And Benefits,100A,6462001,
Municipal Licensing & Standards,MS-By-Law Enforcement,License & Permit Enforcement,Service And Rent,400A,120468,
Municipal Licensing & Standards,MS-By-Law Enforcement,Parks By-Law Enforcement,Contribution To Reserves/Reserve Funds,510A,12686,
Municipal Licensing & Standards,MS-By-Law Enforcement,Parks By-Law Enforcement,Equipment,300A,137,
Municipal Licensing & Standards,MS-By-Law Enforcement,Parks By-Law Enforcement,Inter-Divisional Charges,700A,41647,
Municipal Licensing & Standards,MS-By-Law Enforcement,Parks By-Law Enforcement,Materials & Supplies,200A,6258,
Municipal Licensing & Standards,MS-By-Law Enforcement,Parks By-Law Enforcement,Salaries And Benefits,100A,886906,
Municipal Licensing & Standards,MS-By-Law Enforcement,Parks By-Law Enforcement,Service And Rent,400A,22079,
Municipal Licensing & Standards,MS-By-Law Enforcement,Waste By-Law Enforcement,Contribution To Reserves/Reserve Funds,510A,303590,
Municipal Licensing & Standards,MS-By-Law Enforcement,Waste By-Law Enforcement,Equipment,300A,23084,
Municipal Licensing & Standards,MS-By-Law Enforcement,Waste By-Law Enforcement,Inter-Divisional Charges,700A,626903,
Municipal Licensing & Standards,MS-By-Law Enforcement,Waste By-Law Enforcement,Materials & Supplies,200A,147277,
Municipal Licensing & Standards,MS-By-Law Enforcement,Waste By-Law Enforcement,Salaries And Benefits,100A,5361742,
Municipal Licensing & Standards,MS-By-Law Enforcement,Waste By-Law Enforcement,Service And Rent,400A,196353,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Exemptions & Permits,Contribution To Reserves/Reserve Funds,510A,7612,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Exemptions & Permits,Equipment,300A,2491,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Exemptions & Permits,Inter-Divisional Charges,700A,135189,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Exemptions & Permits,Materials & Supplies,200A,34235,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Exemptions & Permits,Salaries And Benefits,100A,2576186,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Exemptions & Permits,Service And Rent,400A,69345,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Property Maintenance,Contribution To Reserves/Reserve Funds,510A,38059,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Property Maintenance,Equipment,300A,4170,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Property Maintenance,Inter-Divisional Charges,700A,244174,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Property Maintenance,Materials & Supplies,200A,52573,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Property Maintenance,Salaries And Benefits,100A,4254942,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Property Maintenance,Service And Rent,400A,115837,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance","Property Standards, Inspection & Enforcement",Contribution To Reserves/Reserve Funds,510A,25372,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance","Property Standards, Inspection & Enforcement",Equipment,300A,5902,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance","Property Standards, Inspection & Enforcement",Inter-Divisional Charges,700A,248715,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance","Property Standards, Inspection & Enforcement",Materials & Supplies,200A,59802,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance","Property Standards, Inspection & Enforcement",Salaries And Benefits,100A,5114963,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance","Property Standards, Inspection & Enforcement",Service And Rent,400A,158342,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Zoning Investigation & Enforcement,Contribution To Reserves/Reserve Funds,510A,5074,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Zoning Investigation & Enforcement,Equipment,300A,2662,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Zoning Investigation & Enforcement,Inter-Divisional Charges,700A,144982,
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Zoning Investigation & Enforcement,Materials & Supplies,200A,35122,
