Fire Services,FR-Disaster Response & Event Support,Heavy Urban Search & Rescue,Salaries And Benefits,100A,Expenses,"573,171"
Fire Services,FR-Disaster Response & Event Support,Heavy Urban Search & Rescue,Service And Rent,400A,Expenses,"104,301"
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Development Review,Equipment,300A,Expenses,"1,560"
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Development Review,Inter-Divisional Charges,700A,Expenses,163
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Development Review,Materials & Supplies,200A,Expenses,"4,438"
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Development Review,Salaries And Benefits,100A,Expenses,"789,281"
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Development Review,Service And Rent,400A,Expenses,"1,467"
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Development Review,User Fees & Donations,850A,Revenues,"(14,644)"
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Fire Code Enforcement,Contribution To Reserves/Reserve Funds,510A,Expenses,"234,324"
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Fire Code Enforcement,Equipment,300A,Expenses,"60,573"
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Fire Code Enforcement,Inter-Divisional Charges,700A,Expenses,"257,162"
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Fire Code Enforcement,Inter-Divisional Recoveries,750A,Revenues,"(5,757)"
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Fire Code Enforcement,Materials & Supplies,200A,Expenses,"360,148"
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Fire Code Enforcement,Salaries And Benefits,100A,Expenses,"17,380,628"
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Fire Code Enforcement,Service And Rent,400A,Expenses,"146,218"
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Fire Code Enforcement,User Fees & Donations,850A,Revenues,"(480,491)"
Fire Services,FR-Fire Safety Education,Campaign Based Fire Education,Contribution To Reserves/Reserve Funds,510A,Expenses,"15,073"
Fire Services,FR-Fire Safety Education,Campaign Based Fire Education,Equipment,300A,Expenses,"9,471"
Fire Services,FR-Fire Safety Education,Campaign Based Fire Education,Inter-Divisional Charges,700A,Expenses,"122,453"
Fire Services,FR-Fire Safety Education,Campaign Based Fire Education,Inter-Divisional Recoveries,750A,Revenues,"(1,439)"
Fire Services,FR-Fire Safety Education,Campaign Based Fire Education,Materials & Supplies,200A,Expenses,"96,603"
Fire Services,FR-Fire Safety Education,Campaign Based Fire Education,Salaries And Benefits,100A,Expenses,"3,608,511"
Fire Services,FR-Fire Safety Education,Campaign Based Fire Education,Service And Rent,400A,Expenses,"90,963"
Fire Services,FR-Fire Safety Education,Campaign Based Fire Education,User Fees & Donations,850A,Revenues,"(1,753)"
Fire Services,FR-Fire Safety Education,School Based Fire Education,Contribution From Reserves/Reserve Funds,930A,Revenues,(4)
Fire Services,FR-Fire Safety Education,School Based Fire Education,Equipment,300A,Expenses,874
Fire Services,FR-Fire Safety Education,School Based Fire Education,Inter-Divisional Charges,700A,Expenses,"7,080"
Fire Services,FR-Fire Safety Education,School Based Fire Education,Materials & Supplies,200A,Expenses,"14,319"
Fire Services,FR-Fire Safety Education,School Based Fire Education,Salaries And Benefits,100A,Expenses,"502,963"
Fire Services,FR-Fire Safety Education,School Based Fire Education,Service And Rent,400A,Expenses,"8,082"
Fire Services,FR-Fire Safety Education,School Based Fire Education,Sundry and Other Revenues,940A,Revenues,"(8,061)"
Fleet Services,FL-Fleet Management,Fleet Acquisition,Contribution From Reserves/Reserve Funds,930A,Revenues,"(162,515)"
Fleet Services,FL-Fleet Management,Fleet Acquisition,Contribution To Reserves/Reserve Funds,510A,Expenses,"561,003"
Fleet Services,FL-Fleet Management,Fleet Acquisition,Equipment,300A,Expenses,476
Fleet Services,FL-Fleet Management,Fleet Acquisition,Inter-Divisional Charges,700A,Expenses,"21,290"
Fleet Services,FL-Fleet Management,Fleet Acquisition,Inter-Divisional Recoveries,750A,Revenues,"(132,494)"
Fleet Services,FL-Fleet Management,Fleet Acquisition,Materials & Supplies,200A,Expenses,"3,547"
Fleet Services,FL-Fleet Management,Fleet Acquisition,Salaries And Benefits,100A,Expenses,"1,101,767"
Fleet Services,FL-Fleet Management,Fleet Acquisition,Service And Rent,400A,Expenses,"309,423"
Fleet Services,FL-Fleet Management,Fleet Acquisition,Sundry and Other Revenues,940A,Revenues,"(1,272,946)"
Fleet Services,FL-Fleet Management,Fleet Disposal,Salaries And Benefits,100A,Expenses,"237,209"
Fleet Services,FL-Fleet Management,Fleet Disposal,Sundry and Other Revenues,940A,Revenues,"(275,800)"
Fleet Services,FL-Fleet Management,Fleet Maintenance,Contribution From Reserves/Reserve Funds,930A,Revenues,"53,615"
Fleet Services,FL-Fleet Management,Fleet Maintenance,Contribution To Reserves/Reserve Funds,510A,Expenses,"88,022"
Fleet Services,FL-Fleet Management,Fleet Maintenance,Equipment,300A,Expenses,"115,160"
Fleet Services,FL-Fleet Management,Fleet Maintenance,Inter-Divisional Charges,700A,Expenses,"314,171"
Fleet Services,FL-Fleet Management,Fleet Maintenance,Inter-Divisional Recoveries,750A,Revenues,"(32,215,603)"
Fleet Services,FL-Fleet Management,Fleet Maintenance,Materials & Supplies,200A,Expenses,"8,463,570"
Fleet Services,FL-Fleet Management,Fleet Maintenance,Salaries And Benefits,100A,Expenses,"14,678,543"
Fleet Services,FL-Fleet Management,Fleet Maintenance,Service And Rent,400A,Expenses,"6,928,291"
Fleet Services,FL-Fleet Management,Fleet Maintenance,Sundry and Other Revenues,940A,Revenues,"1,512,996"
Fleet Services,FL-Fleet Management,Fleet Maintenance,Transfers From Capital,920A,Revenues,"(72,024)"
Fleet Services,FL-Fleet Management,Vehicle Safety,Equipment,300A,Expenses,592
Fleet Services,FL-Fleet Management,Vehicle Safety,Inter-Divisional Charges,700A,Expenses,"2,600"
Fleet Services,FL-Fleet Management,Vehicle Safety,Materials & Supplies,200A,Expenses,"14,915"
Fleet Services,FL-Fleet Management,Vehicle Safety,Salaries And Benefits,100A,Expenses,"1,010,396"
Fleet Services,FL-Fleet Management,Vehicle Safety,Service And Rent,400A,Expenses,"10,500"
Fleet Services,FL-Fleet Management,Vehicle Safety,Sundry and Other Revenues,940A,Revenues,"(1,252,153)"
Fleet Services,FL-Fuel Management,Fuel Acquisition,Contribution To Reserves/Reserve Funds,510A,Expenses,"2,447"
Fleet Services,FL-Fuel Management,Fuel Acquisition,Inter-Divisional Charges,700A,Expenses,"125,285"
Fleet Services,FL-Fuel Management,Fuel Acquisition,Inter-Divisional Recoveries,750A,Revenues,"(15,196,629)"
Fleet Services,FL-Fuel Management,Fuel Acquisition,Materials & Supplies,200A,Expenses,"15,750,435"
Fleet Services,FL-Fuel Management,Fuel Acquisition,Service And Rent,400A,Expenses,"106,899"
Fleet Services,FL-Fuel Management,Fuel Acquisition,Sundry and Other Revenues,940A,Revenues,"(1,097,689)"
Fleet Services,FL-Fuel Management,Fuel Acquisition,Transfers From Capital,920A,Revenues,"(44,458)"
Fleet Services,FL-Fuel Management,Fuel Distribution,Contribution From Reserves/Reserve Funds,930A,Revenues,"(12,100)"
Fleet Services,FL-Fuel Management,Fuel Distribution,Contribution To Reserves/Reserve Funds,510A,Expenses,"8,556"
Fleet Services,FL-Fuel Management,Fuel Distribution,Equipment,300A,Expenses,210
Fleet Services,FL-Fuel Management,Fuel Distribution,Inter-Divisional Charges,700A,Expenses,"118,981"
Fleet Services,FL-Fuel Management,Fuel Distribution,Inter-Divisional Recoveries,750A,Revenues,"(142,500)"
Fleet Services,FL-Fuel Management,Fuel Distribution,Materials & Supplies,200A,Expenses,"1,650"
Fleet Services,FL-Fuel Management,Fuel Distribution,Salaries And Benefits,100A,Expenses,"444,859"
Fleet Services,FL-Fuel Management,Fuel Distribution,Service And Rent,400A,Expenses,"288,184"
Fleet Services,FL-Fuel Management,Fuel Distribution,Sundry and Other Revenues,940A,Revenues,"(398,682)"
Heritage Toronto,Heritage Fundraising & Partnership Development,Heritage Fundraising & Partnership Development,Contribution To Reserves/Reserve Funds,510A,Expenses,443
Heritage Toronto,Heritage Fundraising & Partnership Development,Heritage Fundraising & Partnership Development,Materials & Supplies,200A,Expenses,"28,160"
Heritage Toronto,Heritage Fundraising & Partnership Development,Heritage Fundraising & Partnership Development,Other Expenditures,650A,Expenses,"2,400"
Heritage Toronto,Heritage Fundraising & Partnership Development,Heritage Fundraising & Partnership Development,Salaries And Benefits,100A,Expenses,"192,869"
Heritage Toronto,Heritage Fundraising & Partnership Development,Heritage Fundraising & Partnership Development,Service And Rent,400A,Expenses,"53,400"
Heritage Toronto,Heritage Fundraising & Partnership Development,Heritage Fundraising & Partnership Development,User Fees & Donations,850A,Revenues,"(77,000)"
Heritage Toronto,Heritage Promotion & Education,Heritage Promotion & Education,Contribution To Reserves/Reserve Funds,510A,Expenses,823
Heritage Toronto,Heritage Promotion & Education,Heritage Promotion & Education,Federal Subsidies,810A,Revenues,"(70,000)"
Heritage Toronto,Heritage Promotion & Education,Heritage Promotion & Education,Materials & Supplies,200A,Expenses,"42,240"
Heritage Toronto,Heritage Promotion & Education,Heritage Promotion & Education,Other Expenditures,650A,Expenses,"3,600"
Heritage Toronto,Heritage Promotion & Education,Heritage Promotion & Education,Provincial Subsidies,805A,Revenues,"(36,200)"
Heritage Toronto,Heritage Promotion & Education,Heritage Promotion & Education,Salaries And Benefits,100A,Expenses,"357,431"
Heritage Toronto,Heritage Promotion & Education,Heritage Promotion & Education,Service And Rent,400A,Expenses,"80,100"
Heritage Toronto,Heritage Promotion & Education,Heritage Promotion & Education,Sundry and Other Revenues,940A,Revenues,"(150,800)"
Heritage Toronto,Heritage Promotion & Education,Heritage Promotion & Education,User Fees & Donations,850A,Revenues,"(115,500)"
Information & Technology,IT-Business IT Solutions,Authoritative Data Custodianship,Equipment,300A,Expenses,141
Information & Technology,IT-Business IT Solutions,Authoritative Data Custodianship,Inter-Divisional Charges,700A,Expenses,"17,363"
Information & Technology,IT-Business IT Solutions,Authoritative Data Custodianship,Inter-Divisional Recoveries,750A,Revenues,"(549,407)"
Information & Technology,IT-Business IT Solutions,Authoritative Data Custodianship,Materials & Supplies,200A,Expenses,"5,118"
Information & Technology,IT-Business IT Solutions,Authoritative Data Custodianship,Salaries And Benefits,100A,Expenses,"2,821,810"
Information & Technology,IT-Business IT Solutions,Authoritative Data Custodianship,Service And Rent,400A,Expenses,"19,704"
Information & Technology,IT-Business IT Solutions,Authoritative Data Custodianship,Sundry and Other Revenues,940A,Revenues,"(122,013)"
Information & Technology,IT-Business IT Solutions,Authoritative Data Custodianship,Transfers From Capital,920A,Revenues,"(122,795)"
Information & Technology,IT-Business IT Solutions,Authoritative Data Custodianship,User Fees & Donations,850A,Revenues,"(186,103)"
Information & Technology,IT-Business IT Solutions,IT Common Components,Equipment,300A,Expenses,"5,047"
Information & Technology,IT-Business IT Solutions,IT Common Components,Inter-Divisional Charges,700A,Expenses,"17,913"
Information & Technology,IT-Business IT Solutions,IT Common Components,Inter-Divisional Recoveries,750A,Revenues,"(627,859)"
Information & Technology,IT-Business IT Solutions,IT Common Components,Materials & Supplies,200A,Expenses,"11,167"
Information & Technology,IT-Business IT Solutions,IT Common Components,Salaries And Benefits,100A,Expenses,"3,764,544"
Information & Technology,IT-Business IT Solutions,IT Common Components,Service And Rent,400A,Expenses,"170,476"
Information & Technology,IT-Business IT Solutions,IT Common Components,Sundry and Other Revenues,940A,Revenues,"(73,208)"
Information & Technology,IT-Business IT Solutions,IT Common Components,Transfers From Capital,920A,Revenues,"(910,031)"
Information & Technology,IT-Business IT Solutions,Solution Implementation,Contribution From Reserves/Reserve Funds,930A,Revenues,"(141,348)"
Information & Technology,IT-Business IT Solutions,Solution Implementation,Equipment,300A,Expenses,"22,803"
Information & Technology,IT-Business IT Solutions,Solution Implementation,Inter-Divisional Charges,700A,Expenses,"39,067"
Information & Technology,IT-Business IT Solutions,Solution Implementation,Inter-Divisional Recoveries,750A,Revenues,"(1,595,333)"
Information & Technology,IT-Business IT Solutions,Solution Implementation,Materials & Supplies,200A,Expenses,"12,541"
Information & Technology,IT-Business IT Solutions,Solution Implementation,Other Expenditures,650A,Expenses,119
Information & Technology,IT-Business IT Solutions,Solution Implementation,Salaries And Benefits,100A,Expenses,"22,462,527"
Information & Technology,IT-Business IT Solutions,Solution Implementation,Service And Rent,400A,Expenses,"456,593"
Information & Technology,IT-Business IT Solutions,Solution Implementation,Transfers From Capital,920A,Revenues,"(14,440,169)"
Information & Technology,IT-Business IT Solutions,Solution Sustainment,Contribution From Reserves/Reserve Funds,930A,Revenues,"(255,219)"
Information & Technology,IT-Business IT Solutions,Solution Sustainment,Equipment,300A,Expenses,"71,900"
Information & Technology,IT-Business IT Solutions,Solution Sustainment,Inter-Divisional Charges,700A,Expenses,"26,104"
Information & Technology,IT-Business IT Solutions,Solution Sustainment,Inter-Divisional Recoveries,750A,Revenues,"(1,423,173)"
Information & Technology,IT-Business IT Solutions,Solution Sustainment,Materials & Supplies,200A,Expenses,"20,887"
Information & Technology,IT-Business IT Solutions,Solution Sustainment,Other Expenditures,650A,Expenses,198
Information & Technology,IT-Business IT Solutions,Solution Sustainment,Salaries And Benefits,100A,Expenses,"7,918,419"
Information & Technology,IT-Business IT Solutions,Solution Sustainment,Service And Rent,400A,Expenses,"5,561,999"
Information & Technology,IT-Business IT Solutions,Solution Sustainment,Transfers From Capital,920A,Revenues,"(173,426)"
Information & Technology,IT-Computer & Communications Technology Infrastructure,Computing Infrastructure,Contribution From Reserves/Reserve Funds,930A,Revenues,"(2,182,311)"
Information & Technology,IT-Computer & Communications Technology Infrastructure,Computing Infrastructure,Contribution To Reserves/Reserve Funds,510A,Expenses,"(1,556)"
Information & Technology,IT-Computer & Communications Technology Infrastructure,Computing Infrastructure,Equipment,300A,Expenses,"368,176"
Information & Technology,IT-Computer & Communications Technology Infrastructure,Computing Infrastructure,Inter-Divisional Charges,700A,Expenses,"31,298"
Information & Technology,IT-Computer & Communications Technology Infrastructure,Computing Infrastructure,Inter-Divisional Recoveries,750A,Revenues,"(2,762,093)"
Information & Technology,IT-Computer & Communications Technology Infrastructure,Computing Infrastructure,Materials & Supplies,200A,Expenses,"13,698"
Information & Technology,IT-Computer & Communications Technology Infrastructure,Computing Infrastructure,Other Expenditures,650A,Expenses,40
Information & Technology,IT-Computer & Communications Technology Infrastructure,Computing Infrastructure,Salaries And Benefits,100A,Expenses,"20,723,895"
Information & Technology,IT-Computer & Communications Technology Infrastructure,Computing Infrastructure,Service And Rent,400A,Expenses,"9,389,110"
Information & Technology,IT-Computer & Communications Technology Infrastructure,Computing Infrastructure,Sundry and Other Revenues,940A,Revenues,"(90,809)"
Information & Technology,IT-Computer & Communications Technology Infrastructure,Computing Infrastructure,Transfers From Capital,920A,Revenues,"(4,916,216)"
Information & Technology,IT-Computer & Communications Technology Infrastructure,Network & Telecommunications,Contribution From Reserves/Reserve Funds,930A,Revenues,"(62,996)"
Information & Technology,IT-Computer & Communications Technology Infrastructure,Network & Telecommunications,Contribution To Reserves/Reserve Funds,510A,Expenses,"11,040"
Information & Technology,IT-Computer & Communications Technology Infrastructure,Network & Telecommunications,Equipment,300A,Expenses,"105,391"
Information & Technology,IT-Computer & Communications Technology Infrastructure,Network & Telecommunications,Inter-Divisional Charges,700A,Expenses,"28,473"
Information & Technology,IT-Computer & Communications Technology Infrastructure,Network & Telecommunications,Inter-Divisional Recoveries,750A,Revenues,"(5,014,769)"
Information & Technology,IT-Computer & Communications Technology Infrastructure,Network & Telecommunications,Materials & Supplies,200A,Expenses,"22,819"
Information & Technology,IT-Computer & Communications Technology Infrastructure,Network & Telecommunications,Other Expenditures,650A,Expenses,40
Information & Technology,IT-Computer & Communications Technology Infrastructure,Network & Telecommunications,Salaries And Benefits,100A,Expenses,"6,906,633"
Information & Technology,IT-Computer & Communications Technology Infrastructure,Network & Telecommunications,Service And Rent,400A,Expenses,"8,088,140"
Information & Technology,IT-Computer & Communications Technology Infrastructure,Network & Telecommunications,Sundry and Other Revenues,940A,Revenues,"(5,591)"
Information & Technology,IT-Computer & Communications Technology Infrastructure,Network & Telecommunications,Transfers From Capital,920A,Revenues,"(345,143)"
Information & Technology,IT-Enterprise IT Planning & Client Services,"Client Support, Advice & Consultation",Contribution From Reserves/Reserve Funds,930A,Revenues,"(769,273)"
Information & Technology,IT-Enterprise IT Planning & Client Services,"Client Support, Advice & Consultation",Contribution To Reserves/Reserve Funds,510A,Expenses,"47,345"
Information & Technology,IT-Enterprise IT Planning & Client Services,"Client Support, Advice & Consultation",Equipment,300A,Expenses,"38,877"
Information & Technology,IT-Enterprise IT Planning & Client Services,"Client Support, Advice & Consultation",Inter-Divisional Charges,700A,Expenses,"242,514"
Information & Technology,IT-Enterprise IT Planning & Client Services,"Client Support, Advice & Consultation",Inter-Divisional Recoveries,750A,Revenues,"(836,610)"
Information & Technology,IT-Enterprise IT Planning & Client Services,"Client Support, Advice & Consultation",Materials & Supplies,200A,Expenses,"20,483"
Information & Technology,IT-Enterprise IT Planning & Client Services,"Client Support, Advice & Consultation",Salaries And Benefits,100A,Expenses,"15,624,576"
Information & Technology,IT-Enterprise IT Planning & Client Services,"Client Support, Advice & Consultation",Service And Rent,400A,Expenses,"326,344"
Information & Technology,IT-Enterprise IT Planning & Client Services,"Client Support, Advice & Consultation",Sundry and Other Revenues,940A,Revenues,"(24,402)"
Information & Technology,IT-Enterprise IT Planning & Client Services,"Client Support, Advice & Consultation",Transfers From Capital,920A,Revenues,"(3,675,778)"
Information & Technology,IT-Enterprise IT Planning & Client Services,Enterprise Planning & Architecture,Contribution From Reserves/Reserve Funds,930A,Revenues,"(665,008)"
Information & Technology,IT-Enterprise IT Planning & Client Services,Enterprise Planning & Architecture,Contribution To Reserves/Reserve Funds,510A,Expenses,"69,736"
Information & Technology,IT-Enterprise IT Planning & Client Services,Enterprise Planning & Architecture,Equipment,300A,Expenses,"627,485"
Information & Technology,IT-Enterprise IT Planning & Client Services,Enterprise Planning & Architecture,Inter-Divisional Charges,700A,Expenses,"70,855"
Information & Technology,IT-Enterprise IT Planning & Client Services,Enterprise Planning & Architecture,Inter-Divisional Recoveries,750A,Revenues,"(690,076)"
Information & Technology,IT-Enterprise IT Planning & Client Services,Enterprise Planning & Architecture,Materials & Supplies,200A,Expenses,"12,967"
Information & Technology,IT-Enterprise IT Planning & Client Services,Enterprise Planning & Architecture,Salaries And Benefits,100A,Expenses,"10,340,006"
Information & Technology,IT-Enterprise IT Planning & Client Services,Enterprise Planning & Architecture,Service And Rent,400A,Expenses,"879,561"
Information & Technology,IT-Enterprise IT Planning & Client Services,Enterprise Planning & Architecture,Sundry and Other Revenues,940A,Revenues,"(410,326)"
Information & Technology,IT-Enterprise IT Planning & Client Services,Enterprise Planning & Architecture,Transfers From Capital,920A,Revenues,"(3,704,333)"
Information & Technology,IT-Enterprise IT Planning & Client Services,IT Project Management,Contribution From Reserves/Reserve Funds,930A,Revenues,"(143,910)"
Information & Technology,IT-Enterprise IT Planning & Client Services,IT Project Management,Equipment,300A,Expenses,"3,428"
Information & Technology,IT-Enterprise IT Planning & Client Services,IT Project Management,Inter-Divisional Charges,700A,Expenses,"17,363"
Information & Technology,IT-Enterprise IT Planning & Client Services,IT Project Management,Inter-Divisional Recoveries,750A,Revenues,"(9,558)"
Information & Technology,IT-Enterprise IT Planning & Client Services,IT Project Management,Materials & Supplies,200A,Expenses,"2,816"
Information & Technology,IT-Enterprise IT Planning & Client Services,IT Project Management,Salaries And Benefits,100A,Expenses,"4,091,386"
Information & Technology,IT-Enterprise IT Planning & Client Services,IT Project Management,Service And Rent,400A,Expenses,"11,667"
Information & Technology,IT-Enterprise IT Planning & Client Services,IT Project Management,Transfers From Capital,920A,Revenues,"(2,313,024)"
Integrity Commissioner's Office,Integrity Commissioner's Office,Integrity Commissioner's Office,Contribution To Reserves/Reserve Funds,510A,Expenses,"4,365"
Integrity Commissioner's Office,Integrity Commissioner's Office,Integrity Commissioner's Office,Equipment,300A,Expenses,"6,452"
Integrity Commissioner's Office,Integrity Commissioner's Office,Integrity Commissioner's Office,Inter-Divisional Charges,700A,Expenses,400
Integrity Commissioner's Office,Integrity Commissioner's Office,Integrity Commissioner's Office,Materials & Supplies,200A,Expenses,"1,556"
Integrity Commissioner's Office,Integrity Commissioner's Office,Integrity Commissioner's Office,Salaries And Benefits,100A,Expenses,"387,754"
Integrity Commissioner's Office,Integrity Commissioner's Office,Integrity Commissioner's Office,Service And Rent,400A,Expenses,"27,242"
Legal Services,Civil Litigation,Civil Litigation,Contribution From Reserves/Reserve Funds,930A,Revenues,"(300,000)"
Legal Services,Civil Litigation,Civil Litigation,Contribution To Reserves/Reserve Funds,510A,Expenses,"22,936"
Legal Services,Civil Litigation,Civil Litigation,Equipment,300A,Expenses,"10,440"
Legal Services,Civil Litigation,Civil Litigation,Inter-Divisional Recoveries,750A,Revenues,"(5,278,602)"
Legal Services,Civil Litigation,Civil Litigation,Materials & Supplies,200A,Expenses,"91,827"
Legal Services,Civil Litigation,Civil Litigation,Salaries And Benefits,100A,Expenses,"12,777,644"
Legal Services,Civil Litigation,Civil Litigation,Service And Rent,400A,Expenses,"630,423"
Legal Services,Prosecution,Prosecution,Contribution To Reserves/Reserve Funds,510A,Expenses,"22,936"
Legal Services,Prosecution,Prosecution,Equipment,300A,Expenses,"14,356"
Legal Services,Prosecution,Prosecution,Inter-Divisional Charges,700A,Expenses,"7,054,200"
Legal Services,Prosecution,Prosecution,Inter-Divisional Recoveries,750A,Revenues,"(13,758,142)"
Legal Services,Prosecution,Prosecution,Materials & Supplies,200A,Expenses,"109,571"
Legal Services,Prosecution,Prosecution,Salaries And Benefits,100A,Expenses,"8,782,083"
Legal Services,Prosecution,Prosecution,Service And Rent,400A,Expenses,"184,289"
Legal Services,Solicitor,Solicitor,Contribution To Reserves/Reserve Funds,510A,Expenses,"23,631"
Legal Services,Solicitor,Solicitor,Equipment,300A,Expenses,"84,762"
Legal Services,Solicitor,Solicitor,Inter-Divisional Charges,700A,Expenses,"53,000"
Legal Services,Solicitor,Solicitor,Inter-Divisional Recoveries,750A,Revenues,"(3,125,734)"
Legal Services,Solicitor,Solicitor,Materials & Supplies,200A,Expenses,"205,932"
Legal Services,Solicitor,Solicitor,Salaries And Benefits,100A,Expenses,"18,903,966"
Legal Services,Solicitor,Solicitor,Service And Rent,400A,Expenses,"595,891"
Legal Services,Solicitor,Solicitor,Sundry and Other Revenues,940A,Revenues,"(3,106,558)"
Legal Services,Solicitor,Solicitor,Transfers From Capital,920A,Revenues,"(1,162,621)"
Legal Services,Solicitor,Solicitor,User Fees & Donations,850A,Revenues,"(2,529,571)"
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Adult Day Program,Materials & Supplies,200A,Expenses,"9,700"
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Adult Day Program,Other Expenditures,650A,Expenses,"138,600"
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Adult Day Program,Provincial Subsidies,805A,Revenues,"(1,374,900)"
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Adult Day Program,Salaries And Benefits,100A,Expenses,"1,173,000"
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Adult Day Program,Service And Rent,400A,Expenses,"236,600"
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Adult Day Program,User Fees & Donations,850A,Revenues,"(183,000)"
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Homemakers & Nurses Services,Contribution To Reserves/Reserve Funds,510A,Expenses,"3,100"
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Homemakers & Nurses Services,Inter-Divisional Charges,700A,Expenses,"11,000"
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Homemakers & Nurses Services,Materials & Supplies,200A,Expenses,"3,500"
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Homemakers & Nurses Services,Provincial Subsidies,805A,Revenues,"(4,076,300)"
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Homemakers & Nurses Services,Salaries And Benefits,100A,Expenses,"1,309,515"
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Homemakers & Nurses Services,Service And Rent,400A,Expenses,"4,144,485"
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Supportive Housing Services,Equipment,300A,Expenses,"21,700"
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Supportive Housing Services,Inter-Divisional Charges,700A,Expenses,"15,200"
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Supportive Housing Services,Materials & Supplies,200A,Expenses,"11,900"
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Supportive Housing Services,Other Expenditures,650A,Expenses,"22,900"
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Supportive Housing Services,Provincial Subsidies,805A,Revenues,"(5,154,300)"
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Supportive Housing Services,Salaries And Benefits,100A,Expenses,"1,375,151"
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Supportive Housing Services,Service And Rent,400A,Expenses,"3,707,449"
Long Term Care Homes & Services,Long Term Care Homes,Long Term Care Homes,Contribution To Reserves/Reserve Funds,510A,Expenses,"1,898,432"
Long Term Care Homes & Services,Long Term Care Homes,Long Term Care Homes,Equipment,300A,Expenses,"2,851,700"
Long Term Care Homes & Services,Long Term Care Homes,Long Term Care Homes,Inter-Divisional Charges,700A,Expenses,"663,723"
Long Term Care Homes & Services,Long Term Care Homes,Long Term Care Homes,Inter-Divisional Recoveries,750A,Revenues,"(72,800)"
Long Term Care Homes & Services,Long Term Care Homes,Long Term Care Homes,Materials & Supplies,200A,Expenses,"18,565,100"
Long Term Care Homes & Services,Long Term Care Homes,Long Term Care Homes,Other Expenditures,650A,Expenses,"(46,650)"
Long Term Care Homes & Services,Long Term Care Homes,Long Term Care Homes,Provincial Subsidies,805A,Revenues,"(136,213,621)"
Long Term Care Homes & Services,Long Term Care Homes,Long Term Care Homes,Salaries And Benefits,100A,Expenses,"193,923,634"
Long Term Care Homes & Services,Long Term Care Homes,Long Term Care Homes,Service And Rent,400A,Expenses,"12,098,888"
Long Term Care Homes & Services,Long Term Care Homes,Long Term Care Homes,Sundry and Other Revenues,940A,Revenues,"(138,000)"
Long Term Care Homes & Services,Long Term Care Homes,Long Term Care Homes,Transfers From Capital,920A,Revenues,"(260,000)"
Long Term Care Homes & Services,Long Term Care Homes,Long Term Care Homes,User Fees & Donations,850A,Revenues,"(48,469,700)"
Mayor's Office,Mayor's Office,Mayor's Office,Inter-Divisional Charges,700A,Expenses,"5,000"
Mayor's Office,Mayor's Office,Mayor's Office,Materials & Supplies,200A,Expenses,"5,000"
Mayor's Office,Mayor's Office,Mayor's Office,Salaries And Benefits,100A,Expenses,"2,199,586"
Mayor's Office,Mayor's Office,Mayor's Office,Service And Rent,400A,Expenses,"87,524"
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Mobile Response,Contribution To Reserves/Reserve Funds,510A,Expenses,"82,082"
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Mobile Response,Equipment,300A,Expenses,"5,110"
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Mobile Response,Inter-Divisional Charges,700A,Expenses,"316,602"
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Animal Mobile Response,Licences & Permits Revenue,860A,Revenues,"(833,812)"
