_META_START_,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,http://www1.toronto.ca/wps/portal/contentonly?vgnextoid=96c98f90dba60310VgnVCM1000003dd60f89RCRD&vgnextchannel=1a66e03bb8d1e310VgnVCM10000071d60f89RCRD,,
Toronto Building,BL-Building Compliance,Sundry and Other Revenues,17879.06
Toronto Building,BL-Building Compliance,Transfers From Capital,193026.4
Toronto Building,BL-Building Compliance,User Fees & Donations,728140
Toronto Building,BL-Building Permission & Information,Contribution From Reserves/Reserve Funds,60593.87
Toronto Building,BL-Building Permission & Information,Inter-Divisional Recoveries,617177.18
Toronto Building,BL-Building Permission & Information,Licences & Permits Revenue,33540036.95
Toronto Building,BL-Building Permission & Information,Sundry and Other Revenues,22120.06
Toronto Building,BL-Building Permission & Information,Transfers From Capital,241237.89
Toronto Building,BL-Building Permission & Information,User Fees & Donations,900810
Toronto Employment & Social Services,SS-Employment Services,Contribution From Reserves/Reserve Funds,1668723.5
Toronto Employment & Social Services,SS-Employment Services,Inter-Divisional Recoveries,66865.61
Toronto Employment & Social Services,SS-Employment Services,Provincial Subsidies,50432240.06
Toronto Employment & Social Services,SS-Financial Supports,Contribution From Reserves/Reserve Funds,12862092.21
Toronto Employment & Social Services,SS-Financial Supports,Inter-Divisional Recoveries,39792.07
Toronto Employment & Social Services,SS-Financial Supports,Provincial Subsidies,794945126.79
Toronto Employment & Social Services,SS-Financial Supports,Sundry and Other Revenues,17800000
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Contribution From Reserves/Reserve Funds,4612502.85
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Inter-Divisional Recoveries,289728.41
Toronto Employment & Social Services,SS-Integrated Case Management and Service Planning,Provincial Subsidies,80419487.44
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Inter-Divisional Recoveries,403458.84
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Provincial Subsidies,896687.2
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Sundry and Other Revenues,18442.07
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,Transfers From Capital,1125
Toronto Paramedic Services,AM-Community Paramedicine & Emergency Call Mitigation,User Fees & Donations,507537.56
Toronto Paramedic Services,AM-Emergency Medical Care,Inter-Divisional Recoveries,191342.16
Toronto Paramedic Services,AM-Emergency Medical Care,Provincial Subsidies,95965902.02
Toronto Paramedic Services,AM-Emergency Medical Care,Sundry and Other Revenues,538237.68
Toronto Paramedic Services,AM-Emergency Medical Care,Transfers From Capital,73875
Toronto Paramedic Services,AM-Emergency Medical Care,User Fees & Donations,900817.64
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,Inter-Divisional Recoveries,115868.12
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,Provincial Subsidies,25823271.06
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,Sundry and Other Revenues,2352.07
Toronto Paramedic Services,Emergency Medical Dispatch & Preliminary Care,User Fees & Donations,8500.8
Toronto Parking Authority,Bike Share,Contribution From Reserves/Reserve Funds,78000
Toronto Parking Authority,Bike Share,Sundry and Other Revenues,835100.04
Toronto Parking Authority,Off-Street Parking,Sundry and Other Revenues,3990020.04
Toronto Parking Authority,Off-Street Parking,User Fees & Donations,83826861
Toronto Parking Authority,On-Street Parking,User Fees & Donations,48258375
Toronto Police Service,Toronto Police Service,Contribution From Reserves/Reserve Funds,23652700
Toronto Police Service,Toronto Police Service,Inter-Divisional Recoveries,9336500
Toronto Police Service,Toronto Police Service,Provincial Subsidies,46664000.04
Toronto Police Service,Toronto Police Service,User Fees & Donations,47810700
Toronto Police Services Board,Toronto Police Service Governance & Oversight,Contribution From Reserves/Reserve Funds,750000
Toronto Public Health,Chronic Diseases & Injuries,Contribution From Reserves/Reserve Funds,35970
Toronto Public Health,Chronic Diseases & Injuries,Federal Subsidies,192161.39
Toronto Public Health,Chronic Diseases & Injuries,Provincial Subsidies,27107839.65
Toronto Public Health,Chronic Diseases & Injuries,Sundry and Other Revenues,1240.87
Toronto Public Health,Chronic Diseases & Injuries,Transfers From Capital,195353
Toronto Public Health,Emergency Preparedness,Provincial Subsidies,2319043.32
Toronto Public Health,Emergency Preparedness,Sundry and Other Revenues,191.92
Toronto Public Health,Emergency Preparedness,Transfers From Capital,28370.51
Toronto Public Health,Emergency Preparedness,User Fees & Donations,14235.74
Toronto Public Health,Environmental Health,Federal Subsidies,88036.42
Toronto Public Health,Environmental Health,Inter-Divisional Recoveries,10630
Toronto Public Health,Environmental Health,Provincial Subsidies,17110859.13
Toronto Public Health,Environmental Health,Sundry and Other Revenues,552.82
Toronto Public Health,Environmental Health,Transfers From Capital,365962
Toronto Public Health,Environmental Health,User Fees & Donations,950918.05
Toronto Public Health,Family Health,Contribution From Reserves/Reserve Funds,35970
Toronto Public Health,Family Health,Inter-Divisional Recoveries,2856153.2
Toronto Public Health,Family Health,Provincial Subsidies,66489451.75
Toronto Public Health,Family Health,Sundry and Other Revenues,597601.08
Toronto Public Health,Family Health,Transfers From Capital,167714.99
Toronto Public Health,Infectious Diseases,Federal Subsidies,3731.34
Toronto Public Health,Infectious Diseases,Provincial Subsidies,47913895.43
Toronto Public Health,Infectious Diseases,Sundry and Other Revenues,957367.04
Toronto Public Health,Infectious Diseases,Transfers From Capital,1429599.5
Toronto Public Health,Infectious Diseases,User Fees & Donations,40931
Toronto Public Health,Public Health Foundations,Contribution From Reserves/Reserve Funds,37060
Toronto Public Health,Public Health Foundations,Federal Subsidies,23500
Toronto Public Health,Public Health Foundations,Provincial Subsidies,15076593.67
Toronto Public Health,Public Health Foundations,Sundry and Other Revenues,301193.72
Toronto Public Health,Public Health Foundations,Transfers From Capital,233210
Toronto Public Library,Library Collections Access & Borrowing,Contribution From Reserves/Reserve Funds,3660288
Toronto Public Library,Library Collections Access & Borrowing,Provincial Subsidies,1033120
Toronto Public Library,Library Collections Access & Borrowing,Sundry and Other Revenues,357096
Toronto Public Library,Library Collections Access & Borrowing,Transfers From Capital,170499
Toronto Public Library,Library Collections Access & Borrowing,User Fees & Donations,888050
Toronto Public Library,Library In-Branch & Virtual Services,Contribution From Reserves/Reserve Funds,415122.96
Toronto Public Library,Library In-Branch & Virtual Services,Provincial Subsidies,4557047
Toronto Public Library,Library In-Branch & Virtual Services,Sundry and Other Revenues,1575129
Toronto Public Library,Library In-Branch & Virtual Services,Transfers From Capital,752034
Toronto Public Library,Library In-Branch & Virtual Services,User Fees & Donations,3916406
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement",Contribution From Reserves/Reserve Funds,18889
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement",Provincial Subsidies,105233
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement",Sundry and Other Revenues,36375
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement",Transfers From Capital,17382
Toronto Public Library,"Library Partnerships, Outreach & Cust. Engagement",User Fees & Donations,90244
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,Contribution From Reserves/Reserve Funds,1001200.01
Toronto Transit Commission - Conventional,Toronto Transit Commission - Conventional Service,User Fees & Donations,1242128499.88
Toronto Transit Commission - Wheel Trans,Toronto Transit Commission - Wheel-Trans Service,User Fees & Donations,6953500
Toronto Water,TW-Stormwater Management,Contribution From Reserves/Reserve Funds,195000
Toronto Water,TW-Stormwater Management,Sundry and Other Revenues,1587361.26
Toronto Water,TW-Stormwater Management,Transfers From Capital,236212.33
Toronto Water,TW-Stormwater Management,User Fees & Donations,1535801.25
Toronto Water,TW-Wastewater Collection & Treatment,Inter-Divisional Recoveries,25000
Toronto Water,TW-Wastewater Collection & Treatment,Sundry and Other Revenues,618976145.4
Toronto Water,TW-Wastewater Collection & Treatment,Transfers From Capital,1300597.53
Toronto Water,TW-Wastewater Collection & Treatment,User Fees & Donations,22429255.32
Toronto Water,TW-Water Treatment & Supply,Sundry and Other Revenues,494951842.27
Toronto Water,TW-Water Treatment & Supply,Transfers From Capital,904137.78
Toronto Water,TW-Water Treatment & Supply,User Fees & Donations,16337247.47
Toronto Zoo,Zoo Conservation & Science,Provincial Subsidies,1011499.97
Toronto Zoo,Zoo Conservation & Science,Sundry and Other Revenues,74062.89
Toronto Zoo,Zoo Conservation & Science,User Fees & Donations,921173.01
Toronto Zoo,Zoo Fundraising & Strategic Partnerships,Sundry and Other Revenues,449.99
Toronto Zoo,Zoo Fundraising & Strategic Partnerships,User Fees & Donations,2467099.58
Toronto Zoo,Zoo Visitor Services,Contribution From Reserves/Reserve Funds,386000
Toronto Zoo,Zoo Visitor Services,Sundry and Other Revenues,646687.11
Toronto Zoo,Zoo Visitor Services,Transfers From Capital,171000
Toronto Zoo,Zoo Visitor Services,User Fees & Donations,33502006
Transportation Services,TP-Permits & Applications,Contribution From Reserves/Reserve Funds,3949901.11
Transportation Services,TP-Permits & Applications,Licences & Permits Revenue,9624296.69
Transportation Services,TP-Permits & Applications,Sundry and Other Revenues,-1235992.6
Transportation Services,TP-Permits & Applications,Transfers From Capital,62731.36
Transportation Services,TP-Permits & Applications,User Fees & Donations,26218479.18
Transportation Services,TP-Road & Sidewalk Management,Contribution From Reserves/Reserve Funds,16022017.15
Transportation Services,TP-Road & Sidewalk Management,Inter-Divisional Recoveries,14174999.93
Transportation Services,TP-Road & Sidewalk Management,Sundry and Other Revenues,56722698.55
Transportation Services,TP-Road & Sidewalk Management,Transfers From Capital,26904438.01
Transportation Services,TP-Road & Sidewalk Management,User Fees & Donations,18965217.36
Transportation Services,TP-Transportation Safety & Operations,Contribution From Reserves/Reserve Funds,298539.04
Transportation Services,TP-Transportation Safety & Operations,Sundry and Other Revenues,5236033.99
Transportation Services,TP-Transportation Safety & Operations,Transfers From Capital,3761133.41
Transportation Services,TP-Transportation Safety & Operations,User Fees & Donations,164770.23
Yonge-Dundas Square,Yd-Public Square And Event Venue,Licences & Permits Revenue,345000
Yonge-Dundas Square,Yd-Public Square And Event Venue,Sundry and Other Revenues,540149.99
Yonge-Dundas Square,Yd-Public Square And Event Venue,User Fees & Donations,1060000
